GeneInfo	GeneID	Gene_Desc	CA_N_007	CA_N_012	CA_N_030	CA_P_013	CA_P_041	CA_P_055	CA_SL_019	CA_SL_048	CA_SL_056	CA_SM_029	CA_SM_039	CA_SM_049
Caust.v2_012545-RA	Caust.v2_012545	NA	0	0	0	0	0	0	1	0	0	0	0	0
Caust.v2_012546-RA	Caust.v2_012546	NA	0	0	0	0	0	0	0	0	0	1	0	0
Caust.v2_012547-RA	Caust.v2_012547	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_012548-RA	Caust.v2_012548	NA	15	9	7	7	5	6	2	3	3	7	6	2
Caust.v2_012549-RA	Caust.v2_012549	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_012550-RA	Caust.v2_012550	NA	29	7	15	18	12	19	19	15	13	13	11	18
Caust.v2_012551-RA	Caust.v2_012551	NA	0	0	1	0	2	0	0	0	1	0	2	0
Caust.v2_012552-RA	Caust.v2_012552	NA	1	3	3	0	1	1	0	0	0	0	0	0
Caust.v2_012553-RA	Caust.v2_012553	NA	0	0	0	0	0	0	0	0	0	0	2	0
Caust.v2_012554-RA	Caust.v2_012554	NA	0	1	0	0	1	2	1	1	0	0	3	0
Caust.v2_012555-RA	Caust.v2_012555	NA	0	1	0	0	0	0	0	0	0	0	1	1
Caust.v2_012556-RA	Caust.v2_012556	NA	1	0	0	0	0	0	0	0	1	2	0	0
Caust.v2_012557-RA	Caust.v2_012557	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_012558-RA	Caust.v2_012558	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_012559-RA	Caust.v2_012559	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_012560-RB	Caust.v2_012560	cyclin-dependent kinase-like 4-like	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_012560-RA	Caust.v2_012560	cyclin-dependent kinase-like 4-like	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_012560-RB	Caust.v2_012560	cyclin-dependent kinase-like 4-like	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_012561-RA	Caust.v2_012561	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_012562-RA	Caust.v2_012562	egl nine homolog 1-like	895	854	863	1064	516	714	724	1164	894	982	1099	993
Caust.v2_012563-RA	Caust.v2_012563	dna polymerase epsilon subunit 2	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_012564-RA	Caust.v2_012564	NA	3	4	3	5	6	5	1	5	3	3	2	1
Caust.v2_012565-RA	Caust.v2_012565	tetratricopeptide repeat protein 30a-like	114	78	143	90	81	123	76	105	87	76	91	180
Caust.v2_012566-RA	Caust.v2_012566	nucleolar protein of 40 kda-like	456	193	325	325	156	373	460	448	222	285	327	612
Caust.v2_012567-RA	Caust.v2_012567	 	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_012568-RB	Caust.v2_012568	c-1-tetrahydrofolate cytoplasmic	0	4	0	0	0	0	0	0	0	1	0	0
Caust.v2_012568-RB	Caust.v2_012568	c-1-tetrahydrofolate cytoplasmic	825	1152	672	1291	733	1007	1386	1359	1133	1226	1028	1285
Caust.v2_012568-RA	Caust.v2_012568	c-1-tetrahydrofolate cytoplasmic	0	0	4	1	9	4	0	1	0	1	3	3
Caust.v2_012569-RB	Caust.v2_012569	26s proteasome non-atpase regulatory subunit 9	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_012569-RE	Caust.v2_012569	26s proteasome non-atpase regulatory subunit 9	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_012570-RA	Caust.v2_012570	probable methyltransferase-like protein 15 homolog	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_012571-RA	Caust.v2_012571	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_012572-RA	Caust.v2_012572	NA	1	0	0	0	0	0	0	1	0	0	0	0
Caust.v2_012573-RA	Caust.v2_012573	NA	0	0	0	0	0	0	0	0	0	3	0	0
Caust.v2_012574-RA	Caust.v2_012574	NA	6	4	6	3	2	2	6	12	4	11	9	6
Caust.v2_012575-RA	Caust.v2_012575	NA	11	3	1	1	4	7	5	3	4	6	4	2
Caust.v2_012576-RA	Caust.v2_012576	NA	28	15	33	19	23	28	28	31	19	24	15	32
Caust.v2_012577-RA	Caust.v2_012577	NA	0	0	5	0	0	1	0	3	0	0	1	1
Caust.v2_012578-RA	Caust.v2_012578	NA	0	0	2	0	0	0	0	1	0	0	2	0
Caust.v2_012579-RA	Caust.v2_012579	 	4	10	3	7	11	5	4	5	9	5	4	1
Caust.v2_012580-RA	Caust.v2_012580	NA	5	0	1	8	21	4	0	2	3	3	3	0
Caust.v2_012581-RA	Caust.v2_012581	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_012582-RA	Caust.v2_012582	NA	3	2	0	3	3	7	2	4	2	4	8	1
Caust.v2_012583-RA	Caust.v2_012583	NA	11	9	4	7	23	6	5	5	10	4	6	0
Caust.v2_012584-RA	Caust.v2_012584	NA	0	1	0	0	0	0	0	0	1	0	0	0
Caust.v2_012585-RA	Caust.v2_012585	NA	5	0	0	2	5	2	1	7	3	6	0	1
Caust.v2_012586-RA	Caust.v2_012586	NA	5326	3523	5564	5343	7377	3014	1027	2169	2517	2800	2671	1205
Caust.v2_012587-RA	Caust.v2_012587	NA	5	1	0	4	1	2	2	3	8	0	0	0
Caust.v2_012588-RA	Caust.v2_012588	NA	4	4	7	1	4	13	2	2	5	2	1	2
Caust.v2_012589-RA	Caust.v2_012589	NA	4	6	4	11	6	8	1	7	3	2	4	5
Caust.v2_012590-RA	Caust.v2_012590	homeobox protein prospero	57	195	71	97	125	44	33	56	92	56	59	33
Caust.v2_012591-RA	Caust.v2_012591	NA	0	0	0	0	0	0	0	0	0	0	2	0
Caust.v2_012592-RA	Caust.v2_012592	NA	0	0	0	0	0	0	0	0	0	0	2	0
Caust.v2_012593-RA	Caust.v2_012593	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_012594-RA	Caust.v2_012594	NA	1	7	1	4	4	2	1	5	6	4	3	4
Caust.v2_012595-RA	Caust.v2_012595	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_012596-RA	Caust.v2_012596	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_012597-RA	Caust.v2_012597	NA	0	0	0	0	0	0	0	1	0	0	0	0
Caust.v2_012598-RA	Caust.v2_012598	NA	0	0	0	0	0	0	0	0	1	0	0	0
Caust.v2_012599-RA	Caust.v2_012599	NA	0	0	0	0	0	0	0	1	0	0	0	0
Caust.v2_012600-RA	Caust.v2_012600	NA	0	0	0	0	0	0	0	0	2	0	0	0
Caust.v2_012601-RA	Caust.v2_012601	NA	2	0	0	0	0	0	0	0	0	0	1	0
Caust.v2_012602-RA	Caust.v2_012602	NA	0	0	0	1	0	2	2	2	0	0	0	0
Caust.v2_012603-RA	Caust.v2_012603	NA	0	5	0	2	0	1	2	0	0	1	2	0
Caust.v2_012604-RA	Caust.v2_012604	NA	0	0	0	0	0	0	0	0	0	1	0	0
Caust.v2_012605-RA	Caust.v2_012605	NA	0	0	0	0	0	0	0	0	1	0	0	0
Caust.v2_012606-RA	Caust.v2_012606	NA	0	0	0	0	0	0	0	2	0	0	0	0
Caust.v2_012607-RA	Caust.v2_012607	NA	0	0	0	0	0	0	0	0	0	0	1	0
Caust.v2_012608-RA	Caust.v2_012608	omega-conotoxin-like protein 1	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_012608-RB	Caust.v2_012608	omega-conotoxin-like protein 1	590	6020	984	3270	1295	967	2002	2676	2691	2589	6209	1716
Caust.v2_012608-RA	Caust.v2_012608	omega-conotoxin-like protein 1	5316	20717	11379	23475	10786	9043	6407	8676	16728	16702	15700	5683
Caust.v2_012609-RA	Caust.v2_012609	NA	0	0	0	0	0	0	0	0	0	1	0	1
Caust.v2_012610-RA	Caust.v2_012610	NA	0	0	0	0	0	0	0	1	1	0	0	0
Caust.v2_012611-RA	Caust.v2_012611	multiple inositol polyphosphate phosphatase 1	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_012611-RB	Caust.v2_012611	multiple inositol polyphosphate phosphatase 1	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_012611-RB	Caust.v2_012611	multiple inositol polyphosphate phosphatase 1	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_012612-RA	Caust.v2_012612	protein lin-37 homolog	400	214	234	199	207	239	311	368	200	186	260	389
Caust.v2_012613-RA	Caust.v2_012613	 	335	266	277	320	238	256	370	431	204	249	259	524
Caust.v2_012614-RA	Caust.v2_012614	kinase suppressor of ras 2	1636	868	1299	1165	749	1491	1742	1990	1031	1356	1003	2053
Caust.v2_012615-RA	Caust.v2_012615	NA	0	0	1	0	0	0	0	0	0	0	0	0
Caust.v2_012616-RA	Caust.v2_012616	 	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_012617-RB	Caust.v2_012617	e3 ubiquitin-protein ligase trim37-like isoform x2	9	11	7	5	8	4	8	8	7	6	8	7
Caust.v2_012617-RB	Caust.v2_012617	e3 ubiquitin-protein ligase trim37-like isoform x2	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_012617-RC	Caust.v2_012617	e3 ubiquitin-protein ligase trim37-like isoform x2	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_012617-RB	Caust.v2_012617	e3 ubiquitin-protein ligase trim37-like isoform x2	336	157	211	214	141	236	317	347	195	237	194	545
Caust.v2_012618-RA	Caust.v2_012618	 	63	43	60	71	40	43	71	57	35	36	44	58
Caust.v2_012619-RA	Caust.v2_012619	tektin-1	194	386	165	294	308	222	126	238	246	265	157	93
Caust.v2_012620-RA	Caust.v2_012620	NA	0	0	0	1	0	1	0	2	0	0	1	0
Caust.v2_012621-RA	Caust.v2_012621	coatomer subunit beta	367	140	200	468	131	177	0	493	382	146	175	510
Caust.v2_012622-RA	Caust.v2_012622	NA	0	0	0	0	0	0	1	0	0	0	0	0
Caust.v2_012623-RA	Caust.v2_012623	NA	1	0	5	2	3	1	1	2	0	0	1	1
Caust.v2_012624-RA	Caust.v2_012624	 	20	41	102	52	66	32	3	27	58	39	58	30
Caust.v2_012625-RA	Caust.v2_012625	NA	12	31	74	41	42	24	6	29	46	25	34	12
Caust.v2_012626-RA	Caust.v2_012626	NA	15	121	38	85	112	24	36	49	33	61	33	14
Caust.v2_012627-RA	Caust.v2_012627	cyclic amp response element-binding protein a-like	1049	4005	1917	4736	2061	1261	1456	3319	1939	1747	3310	1391
Caust.v2_012628-RA	Caust.v2_012628	NA	0	4	0	2	1	0	0	1	2	2	1	0
Caust.v2_012629-RB	Caust.v2_012629	probable gpi-anchored adhesin-like protein pga55	19	51	36	61	30	32	9	23	29	20	42	9
Caust.v2_012629-RB	Caust.v2_012629	probable gpi-anchored adhesin-like protein pga55	5407	16054	9043	17195	9138	5096	5387	7771	7440	7937	10870	4790
Caust.v2_012630-RA	Caust.v2_012630	NA	2	0	2	0	3	3	0	3	5	3	3	2
Caust.v2_012631-RA	Caust.v2_012631	uncharacterized protein loc102681196 isoform x2	212	130	191	169	178	288	53	133	545	132	168	60
Caust.v2_012632-RA	Caust.v2_012632	NA	55	19	44	32	25	38	9	42	40	38	25	51
Caust.v2_012633-RA	Caust.v2_012633	serine protease nudel	897	449	702	677	323	591	521	1119	559	632	543	928
Caust.v2_012634-RA	Caust.v2_012634	NA	6	5	3	11	2	15	8	2	10	10	19	27
Caust.v2_012635-RA	Caust.v2_012635	 	51	39	22	47	12	7	20	37	55	26	31	31
Caust.v2_012636-RA	Caust.v2_012636	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_012636-RB	Caust.v2_012636	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_012636-RA	Caust.v2_012636	NA	121	13	207	95	134	158	86	91	110	84	81	84
Caust.v2_012637-RA	Caust.v2_012637	transmembrane protein 20	0	37	0	0	0	0	0	0	0	0	0	1
Caust.v2_012638-RD	Caust.v2_012638	probable atp-dependent rna helicase ythdc2-like	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_012638-RA	Caust.v2_012638	probable atp-dependent rna helicase ythdc2-like	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_012638-RA	Caust.v2_012638	probable atp-dependent rna helicase ythdc2-like	1115	802	823	1067	858	963	1051	1305	1090	762	929	1148
Caust.v2_012639-RC	Caust.v2_012639	probable phospholipid-transporting atpase id-like	607	379	478	662	363	547	694	689	480	483	546	918
Caust.v2_012639-RA	Caust.v2_012639	probable phospholipid-transporting atpase id-like	41	29	28	48	18	22	41	41	32	24	35	50
Caust.v2_012640-RA	Caust.v2_012640	NA	0	0	0	0	0	0	1	1	2	0	0	1
Caust.v2_012641-RA	Caust.v2_012641	NA	0	0	0	1	0	2	0	0	2	0	3	0
Caust.v2_012642-RA	Caust.v2_012642	NA	2	1	2	2	2	2	2	3	5	2	4	5
Caust.v2_012643-RA	Caust.v2_012643	cyclin-dependent kinase 7-like	3375	3160	3824	3934	2812	3084	3037	3363	3063	2936	3019	3211
Caust.v2_012644-RA	Caust.v2_012644	pancreatic triacylglycerol lipase-like	401	135	443	164	293	377	132	167	295	200	217	92
Caust.v2_012645-RA	Caust.v2_012645	NA	27	1	11	8	15	10	6	0	4	7	6	1
Caust.v2_012646-RA	Caust.v2_012646	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_012647-RA	Caust.v2_012647	protein gooseberry-like	20	5	7	9	3	13	12	22	18	18	11	40
Caust.v2_012648-RA	Caust.v2_012648	NA	42	10	25	24	8	51	18	63	21	33	12	63
Caust.v2_012649-RA	Caust.v2_012649	NA	0	1	1	0	0	0	0	0	0	0	0	0
Caust.v2_012650-RA	Caust.v2_012650	protein gooseberry-like	38	16	9	32	8	36	17	42	16	43	10	83
Caust.v2_012651-RA	Caust.v2_012651	NA	0	0	0	0	0	0	0	0	0	0	1	0
Caust.v2_012652-RA	Caust.v2_012652	protein gooseberry-like	19	4	8	10	5	16	16	28	13	21	6	30
Caust.v2_012653-RA	Caust.v2_012653	NA	0	0	1	0	0	0	0	0	0	0	0	0
Caust.v2_012654-RA	Caust.v2_012654	protein gooseberry-neuro-like	2	5	2	1	7	6	0	6	1	1	3	1
Caust.v2_012655-RA	Caust.v2_012655	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_012656-RA	Caust.v2_012656	NA	398	319	364	337	343	369	162	308	294	296	498	451
Caust.v2_012657-RA	Caust.v2_012657	NA	2	0	0	0	0	2	2	0	0	1	1	0
Caust.v2_012658-RA	Caust.v2_012658	 	1041	548	782	794	587	823	1103	1139	776	682	676	1345
Caust.v2_012659-RA	Caust.v2_012659	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_012660-RA	Caust.v2_012660	ubiquitin carboxyl-terminal hydrolase 30-like	812	520	618	697	514	619	661	853	596	495	543	1050
Caust.v2_012661-RA	Caust.v2_012661	protein deltex	2	1	0	0	0	0	3	1	1	1	0	0
Caust.v2_012662-RA	Caust.v2_012662	serendipity locus protein h-1-like	633	317	441	360	213	431	533	537	292	341	376	609
Caust.v2_012663-RB	Caust.v2_012663	inorganic phosphate cotransporter-like	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_012663-RB	Caust.v2_012663	inorganic phosphate cotransporter-like	388	741	677	975	647	527	547	363	1059	810	609	1500
Caust.v2_012663-RB	Caust.v2_012663	inorganic phosphate cotransporter-like	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_012663-RA	Caust.v2_012663	inorganic phosphate cotransporter-like	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_012663-RC	Caust.v2_012663	inorganic phosphate cotransporter-like	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_012664-RA	Caust.v2_012664	 	0	2	2	0	1	0	0	0	0	0	0	1
Caust.v2_012665-RB	Caust.v2_012665	ras-specific guanine nucleotide-releasing factor 1-like	0	0	0	0	0	0	0	0	0	0	0	2
Caust.v2_012665-RA	Caust.v2_012665	ras-specific guanine nucleotide-releasing factor 1-like	22	3	4	16	3	2	3	17	0	10	8	6
Caust.v2_012665-RC	Caust.v2_012665	ras-specific guanine nucleotide-releasing factor 1-like	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_012665-RE	Caust.v2_012665	ras-specific guanine nucleotide-releasing factor 1-like	0	0	1	2	0	0	4	1	2	0	0	1
Caust.v2_012665-RE	Caust.v2_012665	ras-specific guanine nucleotide-releasing factor 1-like	16	5	3	4	2	1	5	3	1	4	4	6
Caust.v2_012665-RE	Caust.v2_012665	ras-specific guanine nucleotide-releasing factor 1-like	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_012665-RD	Caust.v2_012665	ras-specific guanine nucleotide-releasing factor 1-like	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_012665-RF	Caust.v2_012665	ras-specific guanine nucleotide-releasing factor 1-like	13	0	5	6	1	0	1	10	3	8	9	2
Caust.v2_012665-RE	Caust.v2_012665	ras-specific guanine nucleotide-releasing factor 1-like	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_012665-RE	Caust.v2_012665	ras-specific guanine nucleotide-releasing factor 1-like	1	2	2	0	0	0	0	0	0	0	1	0
Caust.v2_012665-RE	Caust.v2_012665	ras-specific guanine nucleotide-releasing factor 1-like	0	0	1	0	0	0	0	1	1	0	1	0
Caust.v2_012665-RE	Caust.v2_012665	ras-specific guanine nucleotide-releasing factor 1-like	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_012665-RE	Caust.v2_012665	ras-specific guanine nucleotide-releasing factor 1-like	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_012666-RA	Caust.v2_012666	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_012667-RA	Caust.v2_012667	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_012668-RA	Caust.v2_012668	NA	0	0	0	0	0	1	0	0	0	0	0	0
Caust.v2_012669-RA	Caust.v2_012669	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_012670-RA	Caust.v2_012670	NA	0	0	0	1	0	0	0	0	0	0	0	0
Caust.v2_012671-RA	Caust.v2_012671	ubiquitin-conjugating enzyme e2 n	1329	1068	1444	1538	1134	1289	1489	1816	1077	1049	998	1955
Caust.v2_012672-RA	Caust.v2_012672	s phase cyclin a-associated protein in the endoplasmic reticulum	2109	1087	1484	1612	1090	2096	2748	2813	1399	1357	1590	3347
Caust.v2_012673-RA	Caust.v2_012673	 	33	15	16	20	7	8	16	20	7	20	8	7
Caust.v2_012674-RB	Caust.v2_012674	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_012674-RA	Caust.v2_012674	NA	157	83	225	176	91	167	170	198	143	120	65	195
Caust.v2_012674-RA	Caust.v2_012674	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_012675-RA	Caust.v2_012675	 	32	6	5	4	6	1	16	31	3	8	3	2
Caust.v2_012676-RB	Caust.v2_012676	dystrobrevin beta	29	37	33	53	48	15	45	44	32	20	25	32
Caust.v2_012677-RA	Caust.v2_012677	NA	443	336	202	334	218	197	168	165	268	183	121	146
Caust.v2_012678-RA	Caust.v2_012678	NA	27	14	12	19	15	7	1	8	7	9	5	0
Caust.v2_012679-RA	Caust.v2_012679	 	818	265	420	380	240	438	751	548	198	196	313	1078
Caust.v2_012680-RC	Caust.v2_012680	atpase family aaa domain-containing protein 2-like	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_012680-RC	Caust.v2_012680	atpase family aaa domain-containing protein 2-like	339	178	219	316	182	303	473	533	212	245	249	834
Caust.v2_012680-RC	Caust.v2_012680	atpase family aaa domain-containing protein 2-like	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_012680-RD	Caust.v2_012680	atpase family aaa domain-containing protein 2-like	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_012680-RB	Caust.v2_012680	atpase family aaa domain-containing protein 2-like	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_012680-RA	Caust.v2_012680	atpase family aaa domain-containing protein 2-like	27	6	11	9	5	6	9	7	6	4	7	33
Caust.v2_012681-RA	Caust.v2_012681	gonadotropin-releasing hormone receptor-like	1218	1738	1239	1675	1638	973	852	996	1236	1265	2092	898
Caust.v2_012682-RA	Caust.v2_012682	serine arginine-rich splicing factor 11-like	18	30	26	13	37	7	6	17	11	26	15	5
Caust.v2_012683-RA	Caust.v2_012683	NA	5	1	7	4	5	8	0	0	7	3	11	1
Caust.v2_012684-RA	Caust.v2_012684	NA	8	0	1	4	1	2	0	3	0	0	0	0
Caust.v2_012685-RA	Caust.v2_012685	baculoviral iap repeat-containing protein 6	5253	4100	3956	5115	3549	3410	3435	4698	3746	3752	3814	3269
Caust.v2_012686-RA	Caust.v2_012686	39s ribosomal protein mitochondrial-like	0	0	0	0	0	0	1	0	0	0	0	0
Caust.v2_012687-RA	Caust.v2_012687	translation initiation factor if- mitochondrial	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_012687-RB	Caust.v2_012687	translation initiation factor if- mitochondrial	0	1	0	1	0	0	0	0	1	0	0	1
Caust.v2_012687-RA	Caust.v2_012687	translation initiation factor if- mitochondrial	1773	1818	2109	2397	1379	1771	1749	2687	1896	1901	1880	1888
Caust.v2_012688-RA	Caust.v2_012688	upf0676 isoform x2	317	695	529	1298	421	479	392	709	553	610	689	535
Caust.v2_012689-RA	Caust.v2_012689	NA	8	7	7	17	12	6	11	13	14	14	11	19
Caust.v2_012690-RA	Caust.v2_012690	cd63 antigen-like isoform x1	4	23	6	5	4	1	2	5	14	10	4	13
Caust.v2_012691-RA	Caust.v2_012691	NA	1	1	1	2	3	2	1	3	1	1	0	0
Caust.v2_012691-RB	Caust.v2_012691	NA	55	75	52	74	65	84	35	41	137	73	56	30
Caust.v2_012691-RB	Caust.v2_012691	NA	7	3	6	6	2	3	1	1	9	1	4	3
Caust.v2_012692-RA	Caust.v2_012692	NA	0	3	2	0	1	1	1	1	2	3	6	0
Caust.v2_012692-RB	Caust.v2_012692	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_012692-RB	Caust.v2_012692	NA	665	445	553	564	375	620	1140	989	596	431	564	2050
Caust.v2_012693-RA	Caust.v2_012693	NA	0	6	1	1	0	3	3	2	8	1	7	1
Caust.v2_012694-RA	Caust.v2_012694	NA	0	1	0	0	0	0	0	0	0	1	0	0
Caust.v2_012695-RA	Caust.v2_012695	NA	8	18	13	16	4	10	2	8	17	8	17	4
Caust.v2_012695-RB	Caust.v2_012695	NA	42	62	48	86	54	15	28	34	40	33	52	14
Caust.v2_012696-RA	Caust.v2_012696	NA	9	5	12	6	2	2	7	3	7	7	5	3
Caust.v2_012697-RB	Caust.v2_012697	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_012697-RA	Caust.v2_012697	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_012697-RA	Caust.v2_012697	NA	9	14	15	32	29	12	14	10	11	10	19	3
Caust.v2_012697-RD	Caust.v2_012697	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_012697-RB	Caust.v2_012697	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_012697-RB	Caust.v2_012697	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_012697-RC	Caust.v2_012697	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_012697-RA	Caust.v2_012697	NA	1	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_012698-RA	Caust.v2_012698	NA	3	0	2	5	4	2	4	0	4	1	1	1
Caust.v2_012699-RA	Caust.v2_012699	NA	3	20	16	9	8	23	21	5	27	2	5	3
Caust.v2_012700-RA	Caust.v2_012700	NA	5	9	12	6	12	8	22	6	9	11	7	5
Caust.v2_012701-RA	Caust.v2_012701	NA	13	10	10	9	8	9	10	17	8	5	19	13
Caust.v2_012702-RA	Caust.v2_012702	NA	0	6	5	4	3	3	11	6	0	0	13	5
Caust.v2_012703-RA	Caust.v2_012703	NA	0	3	0	3	5	0	1	1	0	4	1	1
Caust.v2_012704-RA	Caust.v2_012704	NA	0	0	0	0	0	0	0	1	0	1	0	0
Caust.v2_012705-RA	Caust.v2_012705	NA	2	12	3	5	4	6	2	2	2	2	5	2
Caust.v2_012706-RA	Caust.v2_012706	NA	1	0	3	0	0	0	2	0	0	1	0	0
Caust.v2_012707-RA	Caust.v2_012707	NA	0	0	0	0	0	1	0	0	0	0	0	0
Caust.v2_012708-RA	Caust.v2_012708	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_012709-RA	Caust.v2_012709	NA	0	0	0	0	0	0	0	0	0	1	0	0
Caust.v2_012710-RA	Caust.v2_012710	NA	0	0	1	0	0	0	0	0	0	0	0	0
Caust.v2_012711-RA	Caust.v2_012711	NA	0	0	0	0	0	0	0	1	0	0	0	0
Caust.v2_012712-RA	Caust.v2_012712	NA	1	0	0	0	0	1	0	0	0	0	0	0
Caust.v2_012713-RA	Caust.v2_012713	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_012714-RA	Caust.v2_012714	NA	1	0	0	0	0	1	1	0	2	0	0	0
Caust.v2_012715-RA	Caust.v2_012715	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_012716-RA	Caust.v2_012716	NA	0	0	0	0	2	0	0	0	0	0	0	0
Caust.v2_012717-RA	Caust.v2_012717	NA	0	0	0	0	0	0	1	0	0	0	2	1
Caust.v2_012718-RA	Caust.v2_012718	protein tipin homolog	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_012719-RA	Caust.v2_012719	u6 snrna-associated sm-like protein lsm6	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_012720-RG	Caust.v2_012720	monoacylglycerol lipase abhd12-like	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_012720-RJ	Caust.v2_012720	monoacylglycerol lipase abhd12-like	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_012720-RG	Caust.v2_012720	monoacylglycerol lipase abhd12-like	38	0	81	65	1	43	108	78	0	43	46	107
Caust.v2_012720-RD	Caust.v2_012720	monoacylglycerol lipase abhd12-like	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_012720-RG	Caust.v2_012720	monoacylglycerol lipase abhd12-like	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_012720-RA	Caust.v2_012720	monoacylglycerol lipase abhd12-like	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_012720-RG	Caust.v2_012720	monoacylglycerol lipase abhd12-like	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_012720-RE	Caust.v2_012720	monoacylglycerol lipase abhd12-like	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_012720-RK	Caust.v2_012720	monoacylglycerol lipase abhd12-like	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_012720-RC	Caust.v2_012720	monoacylglycerol lipase abhd12-like	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_012720-RG	Caust.v2_012720	monoacylglycerol lipase abhd12-like	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_012720-RG	Caust.v2_012720	monoacylglycerol lipase abhd12-like	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_012720-RF	Caust.v2_012720	monoacylglycerol lipase abhd12-like	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_012720-RG	Caust.v2_012720	monoacylglycerol lipase abhd12-like	0	0	0	0	0	0	0	0	0	0	0	0
