GeneInfo	AM_N_056	AM_N_068	AM_N_072	AM_P_053	AM_P_057	AM_P_061	AM_SL_050	AM_SL_054	AM_SL_058	AM_SM_051	AM_SM_059	AM_SM_075
rna-XR_407583.3	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026443247.1	9	8	5	21	13	18	11	16	14	10	10	24
rna-XM_016914276.2	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_006557796.3	17	5	8	11	10	6	6	14	10	12	6	23
rna-XM_393726.7	276	122	164	182	101	146	85	167	128	183	186	244
rna-XM_393727.6	821	574	631	352	403	297	364	401	529	428	292	385
rna-XR_003305509.1	14	10	1	10	1	4	3	2	8	7	7	8
rna-XM_391855.7	1914	885	917	1286	722	1256	724	1240	1175	1204	1110	2350
rna-XM_006557795.3	2	0	0	2	2	1	0	3	0	0	11	3
rna-XM_006557794.3	163	135	137	166	59	520	148	428	200	395	434	544
rna-XM_016914216.2	0	0	0	0	0	0	0	0	1	0	0	0
rna-XR_003305470.1	2	0	2	2	0	1	0	1	3	0	0	4
rna-XM_393728.7	4	4	3	6	1	7	3	3	7	3	2	5
rna-XM_026443209.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_006558227.3	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_006558229.3	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_006558231.3	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_006558228.3	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_006558233.3	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_006558230.3	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_006558232.3	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_006558234.3	0	0	0	0	0	0	0	0	0	0	0	0
rna-NR_039497.1	0	0	0	0	0	2	0	0	0	0	0	0
rna-Mir3793	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_006558235.3	4	0	0	1	1	0	1	0	0	0	2	6
rna-XR_003305425.1	1	0	1	0	0	2	1	0	0	0	1	0
rna-XR_003305491.1	0	1	0	4	1	2	1	5	0	0	1	0
rna-NR_039505.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-Mir3799	0	0	0	0	0	0	0	0	0	0	0	0
rna-XR_003305463.1	0	0	0	1	0	1	1	1	0	4	1	0
rna-XM_016914583.2	4	5	3	1	0	2	2	0	3	6	2	9
rna-XM_016914584.2	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_006558347.3	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_006558346.3	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_003249263.4	52	33	29	52	32	34	37	45	25	37	50	66
rna-XR_003305383.1	12	4	12	13	1	13	11	11	6	13	5	9
rna-XR_003305384.1	10	2	1	12	7	9	9	7	7	20	10	59
rna-XM_026443094.1	14	7	3	10	2	5	7	2	5	6	5	15
rna-XM_026443092.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026443093.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_006558822.3	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_016914543.2	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_016914544.2	0	0	0	0	0	0	0	0	0	0	0	0
rna-XR_003305385.1	173	22	48	129	44	85	30	82	38	80	54	190
rna-XR_003305455.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XR_003305454.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XR_003305444.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XR_003305446.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XR_003305447.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XR_003305452.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XR_003305453.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XR_003305443.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XR_003305445.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XR_003305442.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XR_003305450.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XR_003305449.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XR_003305456.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XR_003305448.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XR_003305457.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XR_003305451.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026443267.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026443266.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026443363.1	1	0	0	0	0	0	1	1	0	1	1	3
rna-TRNAR-CCU-3	0	0	0	0	0	0	0	0	0	0	0	0
rna-TRNAP-CGG	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_016914264.2	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_006559062.3	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_395932.6	3	0	2	0	1	2	0	3	4	2	2	1
rna-XM_006559061.3	2	1	1	0	0	0	0	2	0	2	0	0
rna-XR_003305536.1	0	0	0	1	0	0	0	0	0	0	0	0
rna-XM_026443510.1	3	0	0	0	0	0	0	0	0	0	0	0
rna-XM_395933.7	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_006559065.3	0	0	0	0	0	0	0	1	0	0	0	0
rna-XM_006559064.3	0	0	0	1	0	0	0	1	0	0	0	0
rna-XM_026443511.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026443512.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026443364.1	0	0	1	1	0	1	3	0	3	2	0	0
rna-XR_003305538.1	1	0	0	0	0	0	0	0	0	0	0	0
rna-XR_003305537.1	2	2	0	1	4	9	2	4	5	3	13	6
rna-XM_006559228.2	1	0	0	0	1	0	0	5	0	0	0	0
rna-XM_006559230.3	3	10	9	3	9	5	13	9	5	9	13	7
rna-XM_006559227.3	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_006559226.3	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_006559225.3	7	2	3	3	1	1	1	1	2	1	2	7
rna-XR_003305539.1	10	5	3	9	2	5	1	4	1	3	2	8
rna-XR_003305540.1	3	1	1	0	1	1	1	1	4	2	1	0
rna-XR_408252.3	0	0	0	0	0	0	0	0	0	0	0	0
rna-XR_001704350.2	4	3	2	0	3	2	4	5	2	1	1	3
rna-XM_006559223.3	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_006559222.3	2561	1358	1388	2189	1148	2317	1440	2269	1643	1600	1605	2745
rna-XM_026443514.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026443513.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XR_001704346.2	141	49	53	154	41	207	108	109	113	264	158	324
rna-NR_127354.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-Mir9873	0	0	0	0	0	0	0	0	0	0	0	0
rna-XR_003305541.1	2	1	0	2	0	3	0	7	0	2	1	9
rna-XR_408250.3	0	0	0	0	0	0	0	1	0	0	0	1
rna-XR_408563.3	2	0	2	2	0	3	0	2	0	3	1	0
rna-XM_016914555.2	0	0	0	0	0	0	0	1	1	0	0	0
rna-XM_016914551.2	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_016914552.2	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_016914553.2	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_016914554.2	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_006559983.3	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_006559986.3	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_393723.7	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_391854.7	288	120	125	169	72	205	132	141	173	186	118	227
rna-XM_006559985.3	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_006559984.3	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_003249547.4	433	230	278	338	242	494	303	498	380	517	794	541
rna-XM_016914448.2	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_016914452.2	0	0	0	2	0	5	0	0	0	3	1	4
rna-XM_016914451.2	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_016914450.2	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_016914449.2	0	0	0	0	0	0	0	0	0	0	0	0
rna-XR_408567.3	19	7	13	25	6	17	9	12	9	5	7	18
rna-XR_001704531.2	0	0	0	0	0	0	0	0	0	0	0	0
rna-XR_003305504.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XR_003305508.1	3	1	2	3	0	2	6	2	1	0	3	5
rna-XR_001704528.2	58	37	38	43	19	34	48	27	31	37	52	50
rna-XR_003305505.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XR_003305506.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_003249567.4	1016	604	648	845	511	1330	758	1312	762	962	1126	1393
rna-XR_001704562.2	1	1	2	0	0	0	3	2	0	1	1	0
rna-XR_001704561.2	0	0	0	0	0	0	0	0	0	0	0	0
rna-NR_034316.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-Mir316	0	0	0	0	0	0	0	0	0	0	0	0
rna-XR_003305507.1	8	4	2	6	2	7	1	12	2	6	5	9
rna-XM_001120574.5	139	116	95	97	68	119	87	83	78	163	148	141
rna-XM_003249581.3	5	2	3	5	8	13	5	3	4	7	11	7
rna-XM_016914530.2	2	0	1	0	0	0	0	0	0	0	0	2
rna-XM_396908.7	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_006560103.3	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026443429.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026443428.1	0	0	0	2	1	3	0	1	0	0	8	4
rna-XM_393411.6	1591	897	818	1108	715	1440	869	1483	1012	1363	1514	2078
rna-XM_006560107.3	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_397047.7	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_393502.7	0	0	0	0	1	0	0	0	0	0	2	1
rna-XM_006560110.3	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_003249582.4	5165	2317	2071	3018	1239	2841	1300	1813	1643	2259	1520	3546
rna-XM_026443365.1	12310	3405	4812	7829	2145	4605	2786	7543	3575	5869	5456	9163
rna-XM_016914401.2	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026443430.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026443431.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_006560112.3	8	2	4	8	0	1	2	1	1	2	5	9
rna-XM_016914399.2	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_016914398.2	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_006560115.3	2	1	4	5	0	3	2	6	3	5	4	2
rna-XM_006560114.3	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_016914403.2	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_016914402.2	0	0	0	0	0	0	0	0	0	0	0	0
rna-XR_001704447.2	51	42	18	35	31	29	27	90	6	23	12	24
rna-XM_396715.6	133	161	43	68	39	79	105	220	50	88	37	91
rna-XM_016914327.2	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_016914329.2	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_016914326.2	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_016914324.2	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_016914328.2	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_016914330.2	3	0	0	0	0	0	0	0	1	0	0	0
rna-XM_016914325.2	34	24	7	2	8	6	7	27	10	2	13	4
rna-XM_396716.7	1581	717	783	1094	582	1095	799	1057	962	1277	995	1944
rna-XM_016914332.2	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_006560119.3	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_006560120.3	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_006560118.3	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_016914333.2	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_016914331.2	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_006560121.3	436	233	308	564	87	428	220	443	296	270	152	284
rna-XR_001704407.2	89	123	45	34	45	62	76	55	43	67	68	73
rna-XR_003305503.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XR_003305502.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XR_003305501.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_006560432.3	191	139	122	244	83	293	153	132	178	170	191	243
rna-XM_006560433.2	16	3	4	10	2	9	6	13	18	9	12	11
rna-XM_006560434.3	1185	507	594	741	347	752	469	740	713	786	570	1061
rna-XM_006560436.3	6	3	2	0	1	0	3	1	3	1	1	1
rna-XM_003249642.4	0	0	0	0	1	0	0	0	0	0	0	0
rna-XM_001121066.5	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_006560435.3	124	89	72	108	56	139	73	69	95	129	105	153
rna-XM_016914641.2	3	2	7	1	0	1	3	4	5	1	1	3
rna-XM_016914640.2	53	8	7	36	15	22	10	17	3	23	12	56
rna-XM_026443345.1	0	0	0	3	2	1	0	0	2	4	0	3
rna-XM_001119906.5	37	19	17	3	24	12	6	37	12	4	22	6
rna-XM_006560770.3	10	4	1	2	1	0	0	6	1	4	4	0
rna-XR_003305489.1	16	3	6	7	4	18	17	18	14	10	7	27
rna-XR_003305488.1	14	5	6	12	4	11	10	15	13	7	5	9
rna-XR_001704687.2	1	0	0	0	0	1	0	0	0	0	0	0
rna-XR_003305481.1	0	0	0	0	0	0	0	1	0	0	2	0
rna-XR_408863.3	0	0	0	0	0	0	0	0	0	0	0	0
rna-XR_003305480.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XR_003305533.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_396552.7	0	0	0	0	0	1	0	0	0	0	0	1
rna-XM_026443494.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026443493.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_006560821.3	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_006560820.3	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026443495.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_006560823.3	0	0	0	0	0	0	0	0	0	0	0	0
rna-NR_039464.1	1	0	1	0	0	0	1	4	0	0	0	0
rna-Mir971	0	0	0	0	0	0	0	0	0	0	0	0
rna-XR_003305482.1	0	0	0	0	0	0	0	1	0	0	0	0
rna-XR_003305436.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XR_003305441.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XR_003305437.1	2	0	0	0	0	0	0	0	1	0	0	0
rna-XR_003305440.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XR_003305438.1	1	0	0	6	0	0	1	5	0	0	0	0
rna-XR_003305439.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026443264.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026443263.1	8	0	0	3	1	5	2	7	3	7	3	4
rna-XR_409037.3	3	3	2	1	2	5	3	2	4	5	4	3
rna-XM_003249786.4	254	174	134	190	104	251	133	204	160	226	185	284
rna-XM_393166.6	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_006561217.3	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_006561216.3	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_016914313.2	4	0	1	5	0	6	4	2	1	2	3	5
rna-XM_016914311.2	22	9	11	13	6	19	18	20	14	15	24	22
rna-XM_016914312.2	0	1	3	0	0	1	0	1	2	0	0	4
rna-XM_026443348.1	1	1	1	0	0	1	0	0	0	0	0	2
rna-XM_016914308.2	8	2	2	8	1	4	4	7	3	1	3	8
rna-XR_003305479.1	27	11	16	5	1	20	2	10	0	17	14	44
rna-XR_001704402.2	350	168	176	216	106	200	185	223	182	278	196	286
rna-XM_026443349.1	94	65	73	72	55	126	90	87	55	65	152	76
rna-TRNAP-UGG-4	0	0	0	0	0	0	0	0	0	0	0	0
rna-XR_001704401.2	149	55	49	140	29	95	68	105	129	148	66	333
rna-XR_003305534.1	161	30	56	231	46	116	93	157	164	259	87	513
rna-XR_001704396.2	1	0	0	1	0	1	0	0	1	0	0	0
rna-XR_001704397.2	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_016914309.2	0	0	0	0	0	0	0	0	0	0	1	0
rna-XM_026443496.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026443498.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026443497.1	351	88	123	377	109	303	233	315	318	491	315	798
rna-XM_026443499.1	9	4	3	13	12	26	4	13	10	20	18	24
rna-XM_026443507.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026443506.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026443505.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026443504.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026443500.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026443503.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026443502.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026443508.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_396235.7	124	45	58	97	34	137	68	86	89	76	96	231
rna-XM_016914381.2	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_001121067.5	0	0	0	0	0	0	0	0	0	0	0	0
rna-XR_001704442.2	201	74	103	88	54	111	54	128	77	237	57	194
rna-XR_003305423.1	17	23	25	22	7	13	16	12	13	27	12	28
rna-XR_001704441.2	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_006562028.3	39	5	15	18	9	14	12	13	12	15	5	31
rna-XM_001120993.5	0	1	0	0	0	0	0	0	1	0	0	0
rna-XM_003249957.4	33	6	4	10	7	11	17	24	33	16	25	12
rna-XM_026443201.1	3	1	1	2	0	0	2	0	0	1	1	1
rna-XM_026443199.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026443200.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_001120897.5	1592	276	366	402	160	177	148	381	289	490	354	665
rna-XM_026443203.1	36	23	17	35	9	13	19	16	8	29	8	28
rna-XM_006562025.3	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_016914383.2	0	0	0	1	0	0	0	0	0	0	0	0
rna-XM_001120852.5	157	9	25	83	3	33	15	3	19	83	43	76
rna-XM_026443202.1	2256	879	1141	1610	515	796	645	750	634	1524	501	2077
rna-XR_003305424.1	3	0	3	6	2	9	2	2	3	3	1	13
rna-XM_006562063.3	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_006562066.3	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_006562065.3	5	9	7	11	1	28	8	8	9	7	20	12
rna-XM_393642.7	11	8	7	13	2	17	4	7	11	8	17	9
rna-XM_016914524.2	3	1	0	1	1	4	0	0	2	1	1	4
rna-XM_026443205.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026443204.1	54	20	20	29	28	73	33	36	37	36	72	42
rna-XR_409287.3	5	2	1	2	1	6	1	0	2	5	7	1
rna-XM_624765.5	2277	1157	897	1476	721	1843	1037	1511	981	1869	1310	2456
rna-XM_623103.6	12856	4774	4888	6528	3449	6179	4269	7296	5841	8254	5992	10014
rna-XM_026443353.1	1	0	0	1	0	0	0	0	0	0	0	0
rna-XM_026443350.1	0	0	0	1	0	0	0	0	0	1	1	0
rna-XM_026443351.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026443352.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026443354.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_006562061.3	37	9	8	13	7	17	11	17	6	20	10	3
rna-XM_006562053.3	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_006562047.3	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_006562054.3	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_006562048.3	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026443355.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026443358.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026443356.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026443357.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_624706.6	29	23	12	19	21	30	12	22	26	24	33	32
rna-XM_006562052.3	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_006562057.3	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_001122164.5	246	123	94	238	95	219	134	161	109	222	175	288
rna-XM_026443359.1	1	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026443360.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_396316.7	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_003249958.4	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_006562043.3	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_006562044.3	17	5	12	11	4	5	4	0	22	10	9	11
rna-XM_396315.7	171	128	102	184	92	192	157	187	125	170	202	244
rna-XM_026443089.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_016914561.2	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026443091.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026443090.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-NM_001327964.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_006562342.3	1	1	3	1	3	5	0	7	4	1	5	2
rna-XM_001121997.5	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_006562343.3	31811	14589	15440	20039	13236	24920	14584	25200	18316	25082	24758	36803
rna-XM_624144.5	4370	1820	1978	3145	1214	2889	1875	2822	2355	3334	2018	4593
rna-XM_392582.7	176	71	59	97	62	104	56	122	66	128	87	148
rna-XM_026443366.1	74	19	17	51	17	27	17	22	21	47	26	36
rna-XM_624225.6	2188	1270	1299	1812	1115	1934	1377	1512	1325	1904	2001	2459
rna-XM_624250.4	577	386	335	423	272	489	374	447	342	613	451	684
rna-XM_026443243.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026443245.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026443244.1	0	0	0	3	1	4	0	1	0	0	0	0
rna-XM_016914284.1	3	1	0	0	0	0	0	2	0	3	0	0
rna-XM_003250026.3	6	6	1	3	3	6	9	1	4	3	7	9
rna-XM_395981.7	1549	639	581	1383	551	2172	852	1879	830	1676	1589	1894
rna-XM_016914282.2	132	37	70	78	22	118	72	68	77	61	51	163
rna-XM_016914283.2	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_006562357.3	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_006562358.3	16	8	4	16	9	16	9	13	9	18	11	15
rna-XM_026443269.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026443270.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_392583.7	132	63	42	71	46	42	60	70	59	82	71	108
rna-XM_006562353.3	8	0	1	3	3	3	4	2	4	5	1	8
rna-XM_006562350.3	20	21	10	35	20	148	36	23	30	54	47	57
rna-XM_006562354.2	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_006562351.3	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_006562349.3	596	464	393	523	309	559	456	532	451	700	524	864
rna-XM_006562348.3	8	1	4	10	4	3	1	4	1	14	6	6
rna-XM_003250028.4	1155	507	461	788	336	975	470	684	522	790	597	943
rna-XM_001121734.5	707	320	288	429	248	594	358	467	428	587	441	734
rna-XM_026443275.1	0	0	0	2	0	1	0	0	0	2	0	0
rna-XM_026443276.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026443278.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_006562359.3	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026443277.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_396388.7	1112	600	601	712	424	774	581	849	603	925	709	1141
rna-XM_026443271.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026443274.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026443273.1	0	0	0	0	0	0	0	0	0	0	1	0
rna-XM_026443272.1	0	0	2	0	0	0	0	0	0	1	0	0
rna-XM_003250029.4	1009	551	538	742	530	865	678	814	820	938	856	1166
rna-XM_006562360.3	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_624622.5	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_006562361.3	496	342	299	441	221	509	386	421	379	558	563	749
rna-XM_006562367.3	3	0	1	5	1	3	0	0	2	0	1	5
rna-XM_006562362.3	159	104	84	403	199	697	589	890	209	533	529	561
rna-XM_026443193.1	7	3	5	16	3	60	43	82	37	23	45	19
rna-XR_003305422.1	20	20	8	23	8	41	25	55	18	63	53	50
rna-XR_001704609.2	2	0	3	1	0	4	1	0	4	8	2	9
rna-XR_001704591.2	15	5	5	28	6	8	13	7	7	23	9	21
rna-XM_006562495.3	30	7	26	19	21	20	26	20	11	15	17	29
rna-XM_016914563.2	0	0	0	1	0	0	0	2	1	1	3	0
rna-XM_001121936.5	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_016914462.2	3465	2313	1683	2803	1675	3801	1984	2553	1641	2779	2021	3625
rna-XM_026443189.1	19	15	9	21	11	41	9	12	12	34	29	32
rna-XM_026443188.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XR_003305421.1	27	28	26	20	13	47	16	23	24	20	22	32
rna-XR_001704540.2	23	25	9	21	14	35	23	27	13	50	14	22
rna-XR_003305420.1	7	1	1	5	0	5	4	12	1	14	15	12
rna-XR_003305432.1	10	5	6	5	5	8	9	5	5	9	6	5
rna-XM_006562500.3	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_006562499.3	0	1	0	0	1	1	1	0	0	0	0	0
rna-XM_016914458.2	1	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026443241.1	3	2	0	1	0	3	0	0	1	0	1	0
rna-XM_001120083.5	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_016914461.2	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_016914459.2	0	0	0	0	1	0	0	0	0	0	0	0
rna-XM_395771.7	9	7	3	3	3	1	7	13	3	2	4	8
rna-XM_026443102.1	15	8	9	5	5	11	9	12	8	11	4	6
rna-XM_026443103.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026443101.1	5682	8773	3704	6482	5847	12793	7666	6940	11874	10926	5318	13971
rna-XM_026443085.1	16	7	10	12	6	29	3	15	7	18	8	35
rna-XM_026443084.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-NM_001204249.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-NM_001242465.1	3197	1330	1593	2148	1079	2372	1324	2403	1459	1922	1615	2842
rna-XM_003250089.4	1	2	0	1	1	2	0	0	0	3	1	0
rna-XM_006562901.3	10	0	0	3	0	0	3	0	1	2	2	3
rna-XM_001120664.5	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_006562902.3	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026443295.1	50	14	14	13	11	17	19	25	17	21	7	31
rna-XM_026443294.1	0	0	1	0	0	0	0	0	0	1	0	0
rna-XM_393394.6	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_006562899.3	0	0	0	6	3	6	0	2	0	0	2	0
