GeneInfo	GeneID	Gene_Desc	PL_N_1906	PL_N_1908	PL_N_1909	PL_P_1912	PL_P_1915	PL_P_1920	PL_SL_1926	PL_SL_1927	PL_SL_1930	PL_SM_1936	PL_SM_1939	PL_SM_1940
XM_014754500.1	LOC106789931	dynein intermediate chain 2, axonemal	0	0	0	0	0	0	0	0	0	0	0	0
XM_014754501.1	LOC106789931	dynein intermediate chain 2, axonemal	3	3	1	1	2	0	3	0	0	0	3	3
XM_014754502.1	LOC106789932	protein disulfide-isomerase	6	2	4	4	2	0	0	1	2	0	5	1
XM_014754503.1	LOC106789932	protein disulfide-isomerase	2	0	1	2	0	0	2	0	0	0	2	1
XM_014754504.1	LOC106789933	protein disulfide-isomerase TMX3	0	0	0	0	0	0	0	0	1	0	0	1
XM_014754505.1	LOC106789933	protein disulfide-isomerase TMX3	2	0	0	0	1	0	1	0	0	0	0	1
XM_014754506.1	LOC106789934	methyltransferase-like protein 22	0	0	2	1	1	1	1	2	0	1	0	5
XM_014754507.1	LOC106789934	methyltransferase-like protein 22	1	0	0	0	0	0	0	0	0	0	0	1
XM_014754508.1	LOC106789936	programmed cell death protein 5	376	908	313	421	415	565	414	595	652	424	347	468
XM_014754509.1	LOC106789937	97 kDa heat shock protein	3	0	7	6	8	3	4	2	1	2	3	10
XM_014754510.1	LOC106789937	97 kDa heat shock protein	0	0	0	0	0	0	0	0	0	0	0	0
XM_014754511.1	LOC106789935	serine/threonine-protein kinase ULK3	87	1553	27	141	365	567	203	538	744	85	365	523
XM_014754512.1	LOC106789938	caseinolytic peptidase B protein homolog	0	0	0	0	0	0	0	0	0	0	0	0
XM_014754513.1	LOC106789938	caseinolytic peptidase B protein homolog	0	0	0	0	0	0	0	0	0	0	0	0
XM_014754514.1	LOC106789939	vacuolar ATPase assembly integral membrane protein VMA21 homolog	207	354	177	196	208	260	228	228	290	157	170	164
XM_014754515.1	LOC106789940	tachykinin-like peptides receptor 99D	1	1	3	1	4	3	3	0	0	1	2	1
XM_014754516.1	LOC106789940	tachykinin-like peptides receptor 99D	60	15	38	56	37	30	42	28	39	54	53	52
XM_014754517.1	LOC106789941	peptide deformylase, mitochondrial-like	32	28	31	31	32	20	26	21	14	42	27	28
XM_014754518.1	LOC106789941	peptide deformylase, mitochondrial-like	0	0	0	0	0	0	0	0	0	0	0	0
XM_014754519.1	LOC106789867	uncharacterized LOC106789867	0	0	0	0	0	0	0	0	0	0	0	0
XM_014754520.1	LOC106789942	uncharacterized LOC106789942	329	1571	154	326	441	678	409	612	905	221	587	643
XM_014754521.1	LOC106789944	WW domain-binding protein 2	159	234	135	154	133	184	137	180	175	183	149	178
XM_014754522.1	LOC106789944	WW domain-binding protein 2	223	237	172	198	190	228	207	241	187	186	144	181
XM_014754523.1	LOC106789945	uncharacterized LOC106789945	0	0	0	0	0	0	0	0	0	0	0	0
XM_014754524.1	LOC106789943	UPF0602 protein C4orf47 homolog	1	0	0	0	0	0	0	0	0	10	0	0
XM_014754525.1	LOC106789945	uncharacterized LOC106789945	0	0	0	0	0	0	0	0	0	0	0	0
XM_014754526.1	LOC106789946	ubiquitin domain-containing protein UBFD1-like	0	0	0	0	0	0	0	0	0	0	0	0
XM_014754527.1	LOC106789946	ubiquitin domain-containing protein UBFD1-like	0	1	4	1	0	1	3	2	2	1	1	0
XM_014754528.1	LOC106789946	ubiquitin domain-containing protein UBFD1-like	2	0	0	1	0	0	3	0	0	0	1	3
XM_014754529.1	LOC106789947	uncharacterized LOC106789947	143	89	120	172	88	73	153	93	54	241	117	113
XM_014754530.1	LOC106789950	sphingosine-1-phosphate lyase	1066	1779	877	1054	820	1058	1123	1199	1381	826	1061	1233
XM_014754531.1	LOC106789952	protein msta, isoform B-like	105	90	108	102	89	113	107	114	67	116	81	89
XM_014754532.1	LOC106789953	proclotting enzyme	32	14	27	31	34	18	20	20	24	10	17	20
XM_014754533.1	LOC106789951	uncharacterized LOC106789951	0	1	0	5	1	0	1	1	0	1	1	0
XM_014754534.1	LOC106789954	coiled-coil domain-containing protein 149	0	0	0	0	0	0	0	0	0	0	0	0
XM_014754535.1	LOC106789954	coiled-coil domain-containing protein 149	0	0	0	0	0	0	0	0	0	0	0	0
XM_014754536.1	LOC106789955	protein msta, isoform B	466	337	399	381	350	317	364	404	261	522	247	219
XM_014754537.1	LOC106789956	ABC transporter A family member 1-like	0	0	0	0	0	0	0	0	0	0	0	0
XM_014754538.1	LOC106789956	ABC transporter A family member 1-like	0	0	0	0	0	0	0	0	0	0	0	0
XM_014754539.1	LOC106789956	ABC transporter A family member 1-like	0	0	0	0	0	0	1	0	0	0	0	0
XM_014754540.1	LOC106789956	ABC transporter A family member 1-like	0	0	0	0	0	0	0	0	0	0	0	0
XM_014754541.1	LOC106789956	ABC transporter A family member 1-like	0	0	0	0	0	0	0	0	0	0	0	0
XM_014754542.1	LOC106789956	ABC transporter A family member 1-like	0	0	0	0	0	0	0	0	0	0	0	0
XM_014754543.1	LOC106789958	E3 ubiquitin-protein ligase listerin	990	2015	788	1117	1089	1269	1155	1500	1472	1001	1193	1302
XM_014754544.1	LOC106789959	phosphatidylinositol-glycan biosynthesis class F protein	109	276	98	131	177	137	151	180	182	143	135	172
XM_014754545.1	LOC106789960	tubulin polyglutamylase complex subunit 2	4	1	1	4	1	1	2	0	0	3	0	1
XM_014754546.1	LOC106789957	gonadotropin-releasing hormone II receptor	106	42	71	92	59	29	53	49	52	43	54	61
XM_014754547.1	LOC106789961	probable phospholipid-transporting ATPase IIB	15	22	8	26	6	23	12	15	13	9	25	13
XM_014754548.1	LOC106789961	probable phospholipid-transporting ATPase IIB	44	59	35	45	43	29	37	64	53	29	44	24
XM_014754549.1	LOC106789961	probable phospholipid-transporting ATPase IIB	1	4	0	3	2	2	1	1	2	2	3	0
XM_014754550.1	LOC106789962	transient receptor potential cation channel subfamily V member 5	72	44	37	61	68	56	57	55	52	50	54	75
XM_014754551.1	LOC106789963	probable phenylalanine--tRNA ligase, mitochondrial	574	1084	382	591	587	768	579	745	773	503	531	648
XM_014754552.1	LOC106789964	zinc finger CCHC domain-containing protein 9-like	0	0	0	0	0	0	0	0	0	0	0	0
XM_014754553.1	LOC106789964	zinc finger CCHC domain-containing protein 9-like	0	0	0	0	0	0	0	0	0	0	0	0
XM_014754554.1	LOC106789964	zinc finger CCHC domain-containing protein 9-like	0	0	0	0	0	0	0	0	0	0	0	0
XM_014754555.1	LOC106789966	coiled-coil domain-containing protein 103	10	6	11	19	3	7	19	5	6	6	11	8
XM_014754556.1	LOC106789969	anaphase-promoting complex subunit 2	665	1586	525	693	694	940	695	932	1151	650	694	819
XM_014754557.1	LOC106789965	cilia- and flagella-associated protein 43-like	0	0	0	0	0	0	0	0	0	0	0	0
XM_014754558.1	LOC106789970	tubulointerstitial nephritis antigen-like	3	1	7	9	4	6	6	7	5	3	5	3
XM_014754559.1	LOC106789970	tubulointerstitial nephritis antigen-like	0	0	0	0	0	0	0	0	0	0	0	0
XM_014754560.1	LOC106789970	tubulointerstitial nephritis antigen-like	1	0	2	0	2	4	7	2	0	0	0	2
XM_014754561.1	LOC106789971	uncharacterized LOC106789971	0	0	0	0	0	0	0	0	0	0	0	0
XM_014754562.1	LOC106789971	uncharacterized LOC106789971	0	0	0	0	0	0	0	0	0	0	0	0
XM_014754563.1	LOC106789972	60S ribosomal protein L15	6237	12490	5837	7016	7825	9010	7414	8275	10233	6542	5784	6078
XM_014754564.1	LOC106789973	actin-related protein 2/3 complex subunit 3-like	0	0	0	0	0	0	0	0	0	0	0	0
XM_014754565.1	LOC106789973	actin-related protein 2/3 complex subunit 3-like	0	0	0	0	0	0	0	0	0	0	0	0
XM_014754566.1	LOC106789973	actin-related protein 2/3 complex subunit 3-like	0	0	0	0	0	0	0	0	0	0	0	0
XM_014754567.1	LOC106789975	E3 ubiquitin-protein ligase Bre1	0	0	0	0	0	0	0	0	0	0	0	0
XM_014754568.1	LOC106789975	E3 ubiquitin-protein ligase Bre1	0	0	0	0	0	0	0	0	0	0	0	0
XM_014754569.1	LOC106789975	E3 ubiquitin-protein ligase Bre1	0	0	0	0	0	0	0	0	0	0	0	0
XM_014754570.1	LOC106789974	uncharacterized LOC106789974	235	462	143	245	267	260	274	359	285	285	299	255
XM_014754571.1	LOC106789976	SAFB-like transcription modulator	1251	1103	690	1253	977	642	1450	482	481	1067	1571	1785
XM_014754572.1	LOC106789977	tektin-1	81	93	34	72	74	66	83	87	71	67	65	79
XM_014754573.1	LOC106789979	protein held out wings	0	0	0	0	0	0	0	0	0	0	0	0
XM_014754574.1	LOC106789979	protein held out wings	0	0	0	0	0	0	0	0	0	0	0	0
XM_014754575.1	LOC106789979	protein held out wings	0	0	0	0	0	0	0	0	0	0	0	0
XM_014754576.1	LOC106789979	protein held out wings	0	0	0	0	0	0	0	0	0	0	0	0
XM_014754577.1	LOC106789979	protein held out wings	0	0	0	0	0	0	0	0	0	0	0	0
XM_014754578.1	LOC106789979	protein held out wings	7	7	8	3	8	10	5	7	2	9	8	10
XM_014754579.1	LOC106789981	COP9 signalosome complex subunit 4	842	2040	668	904	1104	1271	925	1262	1455	754	945	989
XM_014754580.1	LOC106789982	voltage-dependent anion-selective channel-like	6119	9119	5368	6142	4802	6855	5411	6856	7041	5806	5002	4897
XM_014754581.1	LOC106789983	erlin-1-like	817	1500	782	908	878	1038	859	1101	1208	801	800	943
XM_014754582.1	LOC106789980	uncharacterized LOC106789980	304	383	420	425	229	338	247	300	341	386	290	289
XM_014754583.1	LOC106789984	glyoxylate reductase/hydroxypyruvate reductase-like	9	15	3	6	8	0	3	1	4	3	1	4
XM_014754584.1	LOC106789984	glyoxylate reductase/hydroxypyruvate reductase-like	0	0	0	0	0	0	0	0	0	0	0	0
XM_014754585.1	LOC106789985	ragulator complex protein LAMTOR3-A	227	532	251	291	326	373	322	344	409	272	297	305
XM_014754586.1	LOC106789986	probable ATP-dependent RNA helicase pitchoune	651	1226	499	757	870	1122	686	1039	1116	609	728	876
XM_014754587.1	LOC106789987	protein lin-54 homolog	0	0	0	0	0	0	0	0	0	0	0	0
XM_014754588.1	LOC106789987	protein lin-54 homolog	0	0	0	0	0	0	0	1	0	0	0	0
XM_014754589.1	LOC106789987	protein lin-54 homolog	0	1	0	0	0	0	0	0	0	0	0	1
XM_014754590.1	LOC106789987	protein lin-54 homolog	0	0	0	0	0	0	0	0	0	0	0	0
XM_014754591.1	LOC106789987	protein lin-54 homolog	0	0	0	0	0	0	0	0	0	0	0	0
XM_014754592.1	LOC106789989	E3 ubiquitin-protein ligase MIB1-like	137	189	129	159	135	143	171	174	173	131	199	166
XM_014754593.1	LOC106789990	speckle-type POZ protein-like	451	403	347	350	458	413	445	388	304	350	400	555
XM_014754594.1	LOC106789988	Sjoegren syndrome nuclear autoantigen 1 homolog	0	0	0	0	0	0	0	0	0	0	0	0
XM_014754595.1	LOC106789991	potassium voltage-gated channel protein Shaw-like	194	106	114	157	117	138	168	90	88	218	142	199
XM_014754596.1	LOC106789992	probable NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 12	1447	1681	1344	1417	1092	1523	1292	1681	1503	1432	999	1178
XM_014754597.1	LOC106789994	uncharacterized LOC106789994	0	0	0	0	0	0	0	0	0	0	0	0
XM_014754598.1	LOC106789994	uncharacterized LOC106789994	0	0	0	0	0	0	0	0	0	0	0	0
XM_014754599.1	LOC106789994	uncharacterized LOC106789994	0	0	0	0	0	0	0	0	0	0	0	0
XM_014754600.1	LOC106789994	uncharacterized LOC106789994	0	0	0	0	0	0	0	0	0	0	0	0
XM_014754601.1	LOC106789988	Sjoegren syndrome nuclear autoantigen 1 homolog	0	0	0	0	0	0	0	0	0	0	0	0
XM_014754602.1	LOC106789994	uncharacterized LOC106789994	2	0	0	0	0	0	1	0	0	3	0	1
XM_014754603.1	LOC106789994	uncharacterized LOC106789994	68	24	16	55	34	11	52	11	5	84	49	76
XM_014754604.1	LOC106789995	protein bowel	21	43	28	28	27	28	23	26	22	24	45	36
XM_014754605.1	LOC106789995	protein bowel	24	12	10	11	23	21	18	16	14	15	30	27
XM_014754606.1	LOC106789996	facilitated trehalose transporter Tret1-like	0	0	0	0	0	0	0	0	0	0	0	0
XM_014754607.1	LOC106789996	facilitated trehalose transporter Tret1-like	0	4	1	11	2	1	1	3	0	0	1	2
XM_014754608.1	LOC106789996	facilitated trehalose transporter Tret1-like	0	0	1	2	0	2	0	3	0	0	0	0
XM_014754609.1	LOC106789996	facilitated trehalose transporter Tret1-like	19	17	33	33	3	27	32	22	24	20	20	21
XM_014754610.1	LOC106789996	facilitated trehalose transporter Tret1-like	0	3	0	1	0	1	0	0	0	0	0	0
XM_014754611.1	LOC106789988	Sjoegren syndrome nuclear autoantigen 1 homolog	0	0	0	0	0	0	0	0	0	0	0	0
XM_014754612.1	LOC106789997	E3 ubiquitin-protein ligase KCMF1-like	1518	2921	1181	1667	1663	1952	1562	1912	2254	1299	1871	2192
XM_014754613.1	LOC106789998	RING-box protein 2	315	272	271	361	212	248	261	294	232	266	328	289
XM_014754614.1	LOC106789999	uncharacterized protein CG7065-like	12	13	8	13	12	4	19	12	2	15	10	17
XM_014754615.1	LOC106789999	uncharacterized protein CG7065-like	3	3	1	4	3	1	4	2	0	1	5	3
XM_014754616.1	LOC106790000	kinesin-like protein KIF3B	473	739	352	423	443	556	446	582	578	414	550	582
XM_014754617.1	LOC106790001	coiled-coil domain-containing protein 47	96	246	101	108	99	130	125	136	177	101	121	135
XM_014754618.1	LOC106790001	coiled-coil domain-containing protein 47	0	0	0	1	0	1	2	1	0	0	0	0
XM_014754619.1	LOC106790001	coiled-coil domain-containing protein 47	2	0	0	0	0	2	0	0	0	1	0	0
XM_014754620.1	LOC106789988	Sjoegren syndrome nuclear autoantigen 1 homolog	0	0	0	0	0	0	0	0	0	0	0	0
XM_014754621.1	LOC106790002	PI-PLC X domain-containing protein 3	0	0	0	0	0	0	0	0	0	0	0	0
XM_014754622.1	LOC106790002	PI-PLC X domain-containing protein 3	0	0	0	0	0	0	0	0	0	0	0	0
XM_014754623.1	LOC106790003	rab GTPase-binding effector protein 1	1334	1953	796	1118	949	1081	1220	947	1079	1205	1341	1468
XM_014754624.1	LOC106790004	alpha-aminoadipic semialdehyde dehydrogenase	1700	3387	2866	2503	1165	3172	1839	4264	2891	1407	2711	2548
XM_014754625.1	LOC106790005	vacuolar protein sorting-associated protein VTA1 homolog	10	14	21	10	15	6	12	14	17	9	10	21
XM_014754626.1	LOC106790005	vacuolar protein sorting-associated protein VTA1 homolog	0	0	0	2	0	0	0	0	0	0	0	0
XM_014754627.1	LOC106790006	transmembrane protein 35	1765	979	1338	1134	931	997	1214	1114	737	1674	1045	892
XM_014754628.1	LOC106789988	Sjoegren syndrome nuclear autoantigen 1 homolog	0	0	0	0	0	0	0	0	0	0	0	0
XM_014754629.1	LOC106790007	methyltransferase-like protein 5	537	1409	506	690	607	922	587	964	978	563	677	593
XM_014754630.1	LOC106790008	disks large-associated protein 5-like	0	0	0	0	0	0	0	0	0	0	0	0
XM_014754631.1	LOC106790008	disks large-associated protein 5-like	0	0	0	0	0	0	0	0	0	0	0	0
XM_014754632.1	LOC106790009	telomerase Cajal body protein 1	1	0	3	1	0	0	0	0	0	0	1	5
XM_014754633.1	LOC106790009	telomerase Cajal body protein 1	0	0	0	0	0	0	0	0	0	0	0	0
XM_014754634.1	LOC106790010	WD repeat domain phosphoinositide-interacting protein 4-like	384	828	267	414	415	695	444	629	678	344	399	441
XM_014754635.1	LOC106790011	ATP synthase subunit gamma, mitochondrial	6478	7520	6510	5868	4942	6307	5943	6732	6536	6294	5191	5294
XM_014754636.1	LOC106789988	Sjoegren syndrome nuclear autoantigen 1 homolog	0	0	0	0	0	0	0	0	0	0	0	0
XM_014754637.1	LOC106790012	uncharacterized LOC106790012	5421	8953	4753	6167	5514	6341	6492	5877	7227	6004	4440	4817
XM_014754638.1	LOC106790013	uncharacterized LOC106790013	60	82	58	92	54	72	48	70	79	56	53	82
XM_014754639.1	LOC106790014	telomere-associated protein RIF1-like	0	0	0	0	0	0	0	0	0	0	0	0
XM_014754640.1	LOC106790014	telomere-associated protein RIF1-like	0	0	0	0	0	0	0	0	0	0	0	0
XM_014754641.1	LOC106789993	polyphosphoinositide phosphatase	5	0	1	5	0	1	3	7	1	6	9	6
XM_014754642.1	LOC106790014	telomere-associated protein RIF1-like	0	0	0	0	0	0	0	0	0	0	0	0
XM_014754643.1	LOC106790014	telomere-associated protein RIF1-like	0	0	0	0	0	0	0	0	0	0	0	0
XM_014754644.1	LOC106790015	potassium voltage-gated channel protein Shaw-like	0	0	0	0	0	0	0	0	0	0	0	0
XM_014754645.1	LOC106790015	potassium voltage-gated channel protein Shaw-like	0	0	0	0	0	0	0	0	0	0	0	0
XM_014754646.1	LOC106790015	potassium voltage-gated channel protein Shaw-like	0	0	0	0	0	0	0	0	0	0	0	0
XM_014754647.1	LOC106789988	Sjoegren syndrome nuclear autoantigen 1 homolog	0	0	0	0	0	0	0	0	0	0	0	0
XM_014754648.1	LOC106790015	potassium voltage-gated channel protein Shaw-like	0	0	0	0	0	0	0	0	0	0	0	0
XM_014754649.1	LOC106790016	uncharacterized LOC106790016	2	4	0	2	1	2	8	15	6	12	2	6
XM_014754650.1	LOC106790017	serine/threonine-protein kinase PAK mbt	0	0	0	0	0	0	0	0	0	0	0	0
XM_014754651.1	LOC106790017	serine/threonine-protein kinase PAK mbt	10	25	2	10	9	13	1	16	12	9	7	11
XM_014754652.1	LOC106790018	activating signal cointegrator 1 complex subunit 1-like	0	0	0	0	0	0	0	0	0	0	0	0
XM_014754653.1	LOC106790018	activating signal cointegrator 1 complex subunit 1-like	0	0	0	0	0	0	0	0	0	0	0	0
XM_014754654.1	LOC106790018	activating signal cointegrator 1 complex subunit 1-like	0	0	0	0	0	0	0	0	0	0	0	0
XM_014754655.1	LOC106790018	activating signal cointegrator 1 complex subunit 1-like	10	1	2	8	1	7	2	1	2	2	7	10
XM_014754656.1	LOC106790018	activating signal cointegrator 1 complex subunit 1-like	0	0	0	0	0	0	0	0	0	0	0	0
XM_014754657.1	LOC106790020	activating signal cointegrator 1 complex subunit 1-like	571	938	354	567	408	542	543	620	621	490	541	618
XM_014754658.1	LOC106790021	another transcription unit protein	0	0	0	0	0	0	0	0	0	0	0	0
XM_014754659.1	LOC106790021	another transcription unit protein	0	0	0	0	0	0	0	0	0	0	0	0
XM_014754660.1	LOC106790019	sodium-dependent nutrient amino acid transporter 1-like	290	189	305	570	422	296	925	599	331	324	365	428
XM_014754661.1	LOC106790022	glycerol-3-phosphate acyltransferase 3-like	1407	2479	1407	1817	1580	1798	1503	1972	2022	1062	1521	1660
XM_014754662.1	LOC106790023	uncharacterized LOC106790023	18	13	16	9	9	10	9	16	11	7	19	10
XM_014754663.1	LOC106790023	uncharacterized LOC106790023	0	0	0	0	0	0	0	0	0	0	0	0
XM_014754664.1	LOC106790025	uncharacterized LOC106790025	643	665	603	485	774	645	550	738	641	423	499	431
XM_014754665.1	LOC106790026	golgin IMH1-like	2303	627	935	1781	660	508	1619	254	271	2415	1406	1506
XM_014754666.1	LOC106790027	39S ribosomal protein L43, mitochondrial	714	914	507	717	508	515	711	664	647	665	556	636
XM_014754667.1	LOC106790029	neuropeptide-like 1	0	0	0	0	0	3	0	0	2	0	1	5
XM_014754668.1	LOC106790029	neuropeptide-like 1	0	0	0	0	0	0	0	0	0	0	0	0
XM_014754669.1	LOC106790030	CDK-activating kinase assembly factor MAT1	428	644	293	403	400	405	389	466	460	347	408	493
XM_014754670.1	LOC106790031	palmitoyl-protein thioesterase 1	284	520	259	344	364	362	325	361	410	190	285	395
XM_014754671.1	LOC106790028	sodium-dependent nutrient amino acid transporter 1-like	123	139	247	178	112	154	152	169	123	111	244	207
XM_014754672.1	LOC106790032	dihydropteridine reductase	2136	5876	2248	2599	2245	4061	2584	3863	4554	1807	2497	2535
XM_014754673.1	LOC106790033	ATP synthase subunit e, mitochondrial-like	2122	2420	1681	2054	1318	1684	2434	2090	1724	2420	1815	2046
XM_014754674.1	LOC106790034	exportin-6-A	410	977	278	464	425	605	471	577	680	307	494	588
XM_014754675.1	LOC106790035	uncharacterized LOC106790035	64	334	17	83	116	164	129	161	196	74	214	229
XM_014754676.1	LOC106790036	notchless protein homolog 1	0	0	0	0	0	0	0	0	0	0	0	1
XM_014754677.1	LOC106790036	notchless protein homolog 1	0	0	0	0	0	0	0	0	0	0	0	0
XM_014754678.1	LOC106790038	mitochondrial intermediate peptidase	649	1173	623	594	610	857	700	885	1005	570	689	787
XM_014754679.1	LOC106790039	histone deacetylase 6	0	0	0	0	0	0	0	0	0	0	0	0
XM_014754680.1	LOC106790039	histone deacetylase 6	0	1	0	0	0	0	0	5	1	0	0	0
XM_014754681.1	LOC106790039	histone deacetylase 6	0	0	0	0	0	0	0	0	0	0	0	0
XM_014754682.1	LOC106790037	intraflagellar transport protein 46 homolog	14	11	7	10	9	16	13	17	10	27	14	9
XM_014754683.1	LOC106790040	GPI mannosyltransferase 4	310	811	185	331	380	499	380	463	634	334	450	485
XM_014754684.1	LOC106790041	MMS19 nucleotide excision repair protein homolog	692	1287	457	829	837	804	750	987	1125	580	821	818
XM_014754685.1	LOC106790042	growth arrest-specific protein 8-like	211	219	206	225	132	202	247	164	181	234	182	191
XM_014754686.1	LOC106790043	pantothenate kinase 3	0	0	0	0	0	0	0	0	0	0	0	0
XM_014754687.1	LOC106790043	pantothenate kinase 3	0	0	0	0	0	0	0	0	0	0	0	0
XM_014754688.1	LOC106790043	pantothenate kinase 3	1	1	6	1	11	0	4	5	2	2	2	2
XM_014754689.1	LOC106790043	pantothenate kinase 3	0	0	0	0	0	0	0	0	0	0	0	0
XM_014754690.1	LOC106790043	pantothenate kinase 3	0	0	0	0	0	0	0	0	0	0	0	0
XM_014754691.1	LOC106790043	pantothenate kinase 3	0	0	0	0	0	0	0	0	0	0	0	0
XM_014754692.1	LOC106790043	pantothenate kinase 3	0	0	0	0	0	0	0	0	0	0	0	0
XM_014754693.1	LOC106790045	galactoside 2-alpha-L-fucosyltransferase 3-like	0	0	1	2	6	1	1	0	0	0	0	1
XM_014754694.1	LOC106790045	galactoside 2-alpha-L-fucosyltransferase 3-like	0	0	0	0	0	0	0	0	0	0	0	0
XM_014754695.1	LOC106790044	uncharacterized LOC106790044	1850	747	1163	1198	1262	1056	1569	784	821	2128	829	874
XM_014754696.1	LOC106790046	ubiquitin domain-containing protein 1	0	0	0	0	0	0	0	0	0	0	0	0
XM_014754697.1	LOC106790046	ubiquitin domain-containing protein 1	0	0	0	0	0	0	0	0	0	0	0	0
XM_014754698.1	LOC106790047	MORN repeat-containing protein 4	39	22	23	47	34	40	54	27	21	53	46	48
XM_014754699.1	LOC106790048	polycomb protein Sfmbt-like	1101	1702	710	947	1055	1206	994	1285	1303	824	1020	1001
XM_014754700.1	LOC106790049	uncharacterized protein YMR317W	0	0	0	0	0	0	0	0	0	0	0	0
XM_014754701.1	LOC106790049	uncharacterized protein YMR317W	0	0	0	0	0	0	0	0	0	0	0	0
XM_014754702.1	LOC106790050	serine hydrolase-like protein	0	0	0	0	0	0	0	0	0	0	0	0
XM_014754703.1	LOC106790050	serine hydrolase-like protein	0	0	0	0	0	0	0	0	0	0	0	0
XM_014754704.1	LOC106790050	serine hydrolase-like protein	0	0	0	0	0	0	0	0	0	0	0	0
XM_014754705.1	LOC106790050	serine hydrolase-like protein	0	0	0	0	0	0	0	0	0	0	0	0
XM_014754706.1	LOC106790050	serine hydrolase-like protein	0	0	0	0	0	0	0	0	0	0	0	0
XM_014754707.1	LOC106790050	serine hydrolase-like protein	0	0	0	0	0	0	0	0	0	0	0	0
XM_014754708.1	LOC106790050	serine hydrolase-like protein	0	0	0	0	0	0	0	1	0	1	1	0
XM_014754709.1	LOC106790051	uncharacterized LOC106790051	0	0	0	0	0	0	1	0	0	0	0	0
XM_014754710.1	LOC106790052	neuroligin-4, X-linked-like	0	0	0	0	0	0	0	0	0	0	0	0
XM_014754711.1	LOC106790052	neuroligin-4, X-linked-like	0	0	0	0	0	0	0	0	0	0	0	0
XM_014754712.1	LOC106790052	neuroligin-4, X-linked-like	0	0	0	0	0	0	0	0	0	0	0	0
XM_014754713.1	LOC106790052	neuroligin-4, X-linked-like	0	0	0	0	0	0	0	0	0	0	0	0
XM_014754714.1	LOC106790052	neuroligin-4, X-linked-like	0	0	0	0	0	0	0	0	0	0	0	0
XM_014754715.1	LOC106790052	neuroligin-4, X-linked-like	0	0	0	0	0	0	0	0	0	0	0	0
XM_014754716.1	LOC106790053	sodium channel protein Nach-like	28	53	44	22	15	58	19	53	46	19	38	21
XM_014754717.1	LOC106790053	sodium channel protein Nach-like	0	0	0	0	0	0	0	0	0	0	0	0
XM_014754718.1	LOC106790054	UBX domain-containing protein 7	9	9	9	9	5	6	4	5	5	4	9	13
XM_014754719.1	LOC106790051	uncharacterized LOC106790051	0	0	0	0	0	0	0	0	0	0	0	0
XM_014754720.1	LOC106790054	UBX domain-containing protein 7	51	22	22	41	46	26	28	30	27	40	27	35
XM_014754721.1	LOC106790054	UBX domain-containing protein 7	0	0	0	0	0	0	0	0	0	0	0	0
XM_014754722.1	LOC106790055	intraflagellar transport protein 57 homolog	625	608	356	546	403	518	640	431	383	645	641	784
