GeneInfo	GeneID	Gene_Desc	BT_A_N_001	BT_A_N_025	BT_A_N_029	BT_A_P_014	BT_A_P_026	BT_A_P_030	BT_A_SL_003	BT_A_SL_027	BT_A_SL_031	BT_A_SM_004	BT_A_SM_028	BT_A_SM_032
XM_012315135.2	LOC100645213	protein tramtrack, beta isoform	0	0	0	0	0	0	0	0	0	0	0	0
XM_012315137.2	LOC100645213	protein tramtrack, beta isoform	0	0	0	0	0	0	0	0	0	0	0	0
XM_012315138.2	LOC100647173	KH domain-containing, RNA-binding, signal transduction-associated protein 2	0	0	2	0	0	0	0	0	0	1	1	0
XM_012315143.2	LOC100645650	putative fatty acyl-CoA reductase CG5065	0	0	0	0	0	0	0	0	0	0	0	0
XM_012315145.2	LOC100645772	putative fatty acyl-CoA reductase CG5065	1	0	0	0	0	0	0	0	0	0	0	0
XM_012315146.2	LOC100645772	putative fatty acyl-CoA reductase CG5065	0	0	0	0	0	0	0	0	0	0	0	0
XM_012315148.2	LOC100646239	F-box/LRR-repeat protein 3	0	0	0	0	0	0	0	0	0	0	0	0
XM_012315149.2	LOC100646239	F-box/LRR-repeat protein 3	0	0	0	0	0	0	0	0	0	0	0	0
XM_012315150.2	LOC100646239	F-box/LRR-repeat protein 3	0	0	0	0	0	0	0	0	0	0	0	0
XM_012315151.2	LOC100646239	F-box/LRR-repeat protein 3	16	8	12	7	20	10	17	9	11	16	3	12
XM_012315152.2	LOC100646239	F-box/LRR-repeat protein 3	18	8	11	11	17	14	17	23	15	19	3	11
XM_012315153.2	LOC100646239	F-box/LRR-repeat protein 3	33	38	75	37	46	32	17	43	52	36	22	42
XM_012315154.2	LOC100646239	F-box/LRR-repeat protein 3	21	16	34	17	18	12	15	15	17	33	6	11
XM_012315155.2	LOC100646358	nicastrin	0	0	0	0	0	0	0	0	0	0	0	0
XM_012315156.2	LOC100646358	nicastrin	0	0	0	0	0	0	0	0	0	0	0	0
XM_012315159.2	LOC100647039	acetyl-CoA carboxylase	0	0	0	0	0	0	0	0	0	0	0	0
XM_012315160.2	LOC100647039	acetyl-CoA carboxylase	0	0	0	0	0	0	0	0	0	0	0	0
XM_012315162.2	LOC100647039	acetyl-CoA carboxylase	0	0	0	0	0	0	0	0	0	0	0	0
XM_012315163.2	LOC100647039	acetyl-CoA carboxylase	0	0	0	0	0	0	0	0	0	0	0	0
XM_012315164.2	LOC100647312	SID1 transmembrane family member 1	1052	1247	1043	1024	944	1005	1144	998	958	828	820	932
XM_012315165.2	LOC100647548	RNA polymerase II-associated protein 1	359	361	344	337	343	352	458	307	231	275	264	222
XM_012315166.2	LOC100647407	L-galactose dehydrogenase	0	0	0	0	0	0	0	0	0	0	0	0
XM_012315167.2	LOC105666359	CB1 cannabinoid receptor-interacting protein 1	267	342	275	303	246	296	276	217	212	200	269	251
XM_012315169.2	LOC100647407	L-galactose dehydrogenase	0	0	0	0	0	0	0	0	0	0	0	0
XM_012315170.1	LOC100647909	glucose-6-phosphate exchanger SLC37A2	0	0	0	0	0	0	0	0	0	0	0	0
XM_012315171.2	LOC100648877	NADH-cytochrome b5 reductase-like	3	2	2	2	8	3	1	8	2	9	4	1
XM_012315172.2	LOC100648877	NADH-cytochrome b5 reductase-like	0	0	0	0	0	0	0	0	0	0	0	0
XM_012315173.2	LOC100648877	NADH-cytochrome b5 reductase-like	22	21	27	19	16	29	26	24	12	14	12	13
XM_012315174.2	LOC100648877	NADH-cytochrome b5 reductase-like	1	0	2	1	0	0	1	1	0	1	0	0
XM_012315175.2	LOC100648877	NADH-cytochrome b5 reductase-like	0	0	0	0	0	0	0	0	0	0	0	0
XM_012315176.2	LOC100648877	NADH-cytochrome b5 reductase-like	0	0	0	0	0	0	0	0	0	0	0	0
XM_012315177.2	LOC100647407	L-galactose dehydrogenase	0	0	0	0	0	0	0	0	0	0	0	0
XM_012315178.2	LOC100648877	NADH-cytochrome b5 reductase-like	0	0	0	0	0	0	0	0	0	0	0	0
XM_012315179.2	LOC100648877	NADH-cytochrome b5 reductase-like	0	0	0	0	0	0	0	0	0	0	0	0
XM_012315182.2	LOC100648530	splicing factor U2af 38 kDa subunit	1726	2244	1794	1657	1520	1769	1948	1500	1496	1402	1411	1427
XM_012315183.2	LOC100647887	transcription factor AP-2-epsilon	201	123	106	111	96	93	114	94	108	66	61	102
XM_012315184.2	LOC100649551	phosphatidylinositol 4-kinase beta	2400	2264	2801	3075	2199	2487	2592	2616	2111	1881	1744	1838
XM_012315186.2	LOC100650497	protocadherin-like wing polarity protein stan	0	0	0	0	0	0	0	0	0	0	0	0
XM_012315188.2	LOC100650858	innexin inx3	0	0	0	0	0	0	0	0	0	0	0	0
XM_012315189.2	LOC100650616	dedicator of cytokinesis protein 3	78	67	55	46	50	62	87	63	58	47	40	51
XM_012315190.2	LOC100650740	dihydrolipoyl dehydrogenase, mitochondrial	3805	8404	4264	6421	5382	6640	6545	5352	5528	3477	5653	5061
XM_012315191.2	LOC100647887	transcription factor AP-2-epsilon	14	9	11	8	10	11	7	10	9	5	7	11
XM_012315193.2	LOC100651697	protein spaetzle-like	0	0	0	0	0	0	0	0	0	0	0	0
XM_012315194.2	LOC100651697	protein spaetzle-like	0	0	0	0	0	0	0	0	0	0	0	0
XM_012315195.2	LOC100651697	protein spaetzle-like	0	0	0	0	0	0	0	0	0	0	0	0
XM_012315196.2	LOC100651697	protein spaetzle-like	0	0	0	0	0	0	0	0	0	0	0	0
XM_012315197.2	LOC100652251	RYamide receptor	0	0	0	0	0	0	0	0	0	0	0	0
XM_012315198.2	LOC100652251	RYamide receptor	0	0	0	0	0	0	0	0	0	0	0	0
XM_012315200.2	LOC100642416	uncharacterized LOC100642416	670	394	605	449	352	303	360	435	327	449	183	255
XM_012315201.2	LOC100642534	ATP-dependent DNA helicase Q5	0	0	0	0	0	0	0	0	0	0	0	0
XM_012315202.2	LOC100642771	fasciclin-3	13	3	9	7	6	1	9	12	3	7	3	2
XM_012315203.2	LOC100643418	Krueppel-like factor 6	889	578	600	367	467	440	514	563	350	327	272	400
XM_012315204.2	LOC100643779	fatty acyl-CoA reductase wat	0	0	0	0	0	0	0	0	0	0	0	0
XM_012315205.2	LOC100643663	periodic tryptophan protein 1 homolog	0	0	0	0	0	0	0	0	0	0	0	0
XM_012315206.2	LOC100643663	periodic tryptophan protein 1 homolog	0	0	0	0	0	0	0	0	0	0	0	0
XM_012315207.2	LOC100643663	periodic tryptophan protein 1 homolog	0	0	0	0	0	0	0	0	0	0	0	0
XM_012315214.2	LOC100645463	probable GDP-L-fucose synthase	5	3	1	9	2	6	5	2	5	0	4	1
XM_012315215.2	LOC100644653	rapamycin-insensitive companion of mTOR	851	1219	1025	870	729	883	1324	777	711	885	929	818
XM_012315216.1	LOC105666360	proteasome subunit beta type-6	3203	6758	3839	4899	4136	5372	5158	4167	4793	3192	4216	4749
XM_012315217.2	LOC100644903	sodium-coupled monocarboxylate transporter 1	256	303	304	245	202	214	298	167	259	341	196	154
XM_012315218.2	LOC100631060	period	0	0	0	0	0	0	0	0	0	0	0	0
XM_012315219.2	LOC100631060	period	0	0	0	0	0	0	0	0	0	0	0	0
XM_012315220.2	LOC100631060	period	0	0	0	0	0	0	0	0	0	0	0	0
XM_012315221.2	LOC100631060	period	0	0	0	0	0	0	0	0	0	0	0	0
XM_012315222.2	LOC100631060	period	0	0	0	0	0	0	0	0	0	0	0	0
XM_012315225.2	LOC100645022	RNA-binding protein 45	8	4	12	4	8	4	7	5	3	13	4	4
XM_012315226.2	LOC100648351	transmembrane protein 39A	0	0	0	0	0	0	0	0	0	0	0	0
XM_012315227.1	LOC105666361	probable citrate synthase, mitochondrial	3	6	9	6	6	5	2	1	5	0	2	5
XM_012315228.2	LOC105666361	probable citrate synthase, mitochondrial	0	0	0	0	0	1	0	0	0	0	0	0
XM_012315229.2	LOC105666361	probable citrate synthase, mitochondrial	0	0	0	0	0	0	0	0	0	0	0	0
XM_012315230.2	LOC100645686	methylenetetrahydrofolate reductase	189	256	201	208	168	200	226	170	144	133	176	210
XM_012315232.2	LOC100645344	probable citrate synthase 2, mitochondrial	121	99	82	59	49	60	93	41	52	59	62	52
XM_012315233.2	LOC100648351	transmembrane protein 39A	0	0	0	0	0	0	0	0	0	0	0	0
XM_012315234.2	LOC100645344	probable citrate synthase 2, mitochondrial	6	0	3	1	3	1	2	4	1	1	4	2
XM_012315236.2	LOC100644222	uncharacterized LOC100644222	0	0	0	0	0	0	0	0	0	0	0	0
XM_012315237.2	LOC100644222	uncharacterized LOC100644222	0	0	0	0	0	0	0	0	0	0	0	0
XM_012315238.2	LOC100644222	uncharacterized LOC100644222	0	0	0	0	0	0	0	0	0	0	0	0
XM_012315239.2	LOC100644222	uncharacterized LOC100644222	0	0	0	0	0	0	0	0	0	0	0	0
XM_012315240.2	LOC100644222	uncharacterized LOC100644222	0	0	0	0	0	0	0	0	0	0	0	0
XM_012315241.2	LOC100644222	uncharacterized LOC100644222	0	0	0	0	0	0	0	0	0	0	0	0
XM_012315242.2	LOC100644222	uncharacterized LOC100644222	0	0	0	0	0	0	0	0	0	0	0	0
XM_012315243.2	LOC100642617	uncharacterized LOC100642617	0	0	0	0	0	0	0	0	1	0	0	0
XM_012315244.2	LOC100642860	alkaline phosphatase	4	7	1	11	5	0	0	6	2	1	1	2
XM_012315249.2	LOC105666364	uncharacterized LOC105666364	1	0	2	0	0	0	1	0	1	3	1	0
XM_012315250.2	LOC100648469	zinc finger protein 214	0	0	0	0	0	0	0	0	0	0	0	0
XM_012315255.2	LOC105666366	cytochrome P450 6k1-like	10	2	6	6	2	1	4	5	3	4	2	2
XM_012315256.2	LOC105666367	cytochrome P450 6k1	953	1413	545	562	525	942	746	929	497	135	839	578
XM_012315257.2	LOC105666368	uncharacterized LOC105666368	4	6	1	2	5	1	7	3	2	4	1	3
XM_012315262.2	LOC100652090	mediator of RNA polymerase II transcription subunit 15	30	45	33	51	40	55	31	47	77	95	30	14
XM_012315264.2	LOC100642382	uncharacterized LOC100642382	0	0	0	0	0	0	0	0	0	0	0	0
XM_012315265.2	LOC100643541	WASH complex subunit 2	2520	1482	1462	1225	1340	1208	1425	1572	1331	1154	853	977
XM_012315266.2	LOC100642737	agrin	122	66	61	59	65	78	87	59	69	124	49	68
XM_012315267.2	LOC100648812	transcription initiation factor IIA subunit 2	0	0	0	0	1	0	0	0	0	0	0	1
XM_012315268.1	LOC100643587	POU domain, class 6, transcription factor 1	0	0	0	0	0	0	0	0	0	0	0	0
XM_012315269.1	LOC100643587	POU domain, class 6, transcription factor 1	0	0	0	0	0	0	0	0	0	0	0	0
XM_012315270.2	LOC100643587	POU domain, class 6, transcription factor 1	0	1	0	0	0	0	0	0	0	0	1	0
XM_012315271.1	LOC100643587	POU domain, class 6, transcription factor 1	0	0	0	0	0	0	0	0	0	0	0	0
XM_012315272.2	LOC100643587	POU domain, class 6, transcription factor 1	38	23	21	14	19	21	21	9	22	25	17	9
XM_012315273.2	LOC100643707	transcription factor HES-1	5	1	2	1	1	0	3	4	2	2	0	4
XM_012315274.2	LOC100643823	EF-hand calcium-binding domain-containing protein 1-like	0	0	0	0	0	0	0	0	0	0	0	0
XM_012315275.1	LOC105666370	zinc finger protein 485-like	34	24	22	18	27	31	26	22	17	20	18	19
XM_012315276.2	LOC100650898	chondroitin sulfate synthase 1	0	0	0	0	0	0	1	0	0	0	0	0
XM_012315277.2	LOC100650898	chondroitin sulfate synthase 1	0	0	2	0	2	0	0	0	1	2	0	0
XM_012315278.2	LOC100642297	lysozyme	46599	28812	36912	20401	31236	35380	28675	34432	28756	27854	16725	23358
XM_012315279.2	LOC100645060	heterogeneous nuclear ribonucleoprotein 27C	0	0	0	0	0	0	0	0	0	0	0	0
XM_012315281.2	LOC100645060	heterogeneous nuclear ribonucleoprotein 27C	165	226	168	171	132	161	152	172	156	147	174	197
XM_012315282.2	LOC100645060	heterogeneous nuclear ribonucleoprotein 27C	317	247	196	210	271	240	433	293	278	218	201	173
XM_012315283.2	LOC100645060	heterogeneous nuclear ribonucleoprotein 27C	0	0	0	0	0	0	0	0	0	0	0	0
XM_012315284.2	LOC100645060	heterogeneous nuclear ribonucleoprotein 27C	0	0	0	0	0	0	0	0	0	0	0	0
XM_012315285.2	LOC100646799	ankyrin repeat and death domain-containing protein 1A	0	0	0	0	0	0	0	0	0	0	0	0
XM_012315286.2	LOC100647158	uncharacterized LOC100647158	95	51	66	51	73	66	118	44	55	42	45	51
XM_012315287.2	LOC100647158	uncharacterized LOC100647158	268	148	166	157	151	160	289	113	148	114	106	125
XM_012315290.2	LOC100650781	secretory carrier-associated membrane protein 5A	0	0	0	0	0	0	0	0	0	0	0	0
XM_012315291.2	LOC100650781	secretory carrier-associated membrane protein 5A	0	0	0	0	0	0	0	0	0	0	0	0
XM_012315292.2	LOC100650781	secretory carrier-associated membrane protein 5A	0	0	0	0	0	0	0	0	0	0	0	0
XM_012315293.2	LOC100650781	secretory carrier-associated membrane protein 5A	0	0	0	0	0	0	0	0	0	0	0	0
XM_012315296.2	LOC105666371	uncharacterized LOC105666371	90	124	119	111	72	95	146	74	74	79	52	73
XM_012315297.2	LOC105666376	protein tyrosine phosphatase domain-containing protein 1	1169	876	795	876	785	621	948	968	1042	1101	552	630
XM_012315298.2	LOC100651096	forkhead box protein P1	0	0	0	0	0	0	0	0	0	0	0	0
XM_012315299.2	LOC100651096	forkhead box protein P1	0	0	0	0	0	0	0	0	0	0	0	0
XM_012315300.2	LOC100651096	forkhead box protein P1	0	0	0	0	0	0	0	0	0	0	0	0
XM_012315301.2	LOC100651096	forkhead box protein P1	0	0	0	0	0	0	0	0	0	0	0	0
XM_012315302.2	LOC100651096	forkhead box protein P1	0	0	0	0	0	0	0	0	0	0	0	0
XM_012315303.2	LOC100651096	forkhead box protein P1	0	0	0	0	0	0	0	0	0	0	0	0
XM_012315304.2	LOC100651096	forkhead box protein P1	4	11	8	5	7	19	5	11	6	8	8	6
XM_012315305.2	LOC100651096	forkhead box protein P1	0	0	0	0	0	0	0	0	1	0	0	0
XM_012315306.2	LOC100651096	forkhead box protein P1	0	0	0	0	0	0	0	0	0	0	0	0
XM_012315307.2	LOC100651096	forkhead box protein P1	0	0	0	0	0	0	0	0	0	0	0	0
XM_012315308.2	LOC100651096	forkhead box protein P1	0	0	0	0	0	0	0	0	0	0	0	0
XM_012315309.2	LOC100651096	forkhead box protein P1	0	0	0	0	0	0	0	0	0	0	0	0
XM_012315310.2	LOC100648927	uncharacterized LOC100648927	7	11	10	6	7	10	13	9	13	7	9	6
XM_012315312.2	LOC100651096	forkhead box protein P1	0	0	0	0	0	0	0	0	0	0	0	0
XM_012315313.2	LOC100651096	forkhead box protein P1	0	0	0	0	0	0	0	0	0	0	0	0
XM_012315314.2	LOC100651219	dual serine/threonine and tyrosine protein kinase	0	0	0	0	0	0	0	0	0	0	0	0
XM_012315315.2	LOC100651219	dual serine/threonine and tyrosine protein kinase	1	1	4	2	5	2	3	0	4	0	1	1
XM_012315316.2	LOC100651771	fez family zinc finger protein 2	12	3	2	14	7	3	8	10	13	8	5	6
XM_012315317.2	LOC100652209	probable cysteine desulfurase, mitochondrial	0	0	0	0	0	0	0	0	0	0	0	0
XM_012315318.2	LOC100652209	probable cysteine desulfurase, mitochondrial	0	0	0	0	0	0	0	0	0	0	0	0
XM_012315320.2	LOC100652325	ras-related protein Rab-6.2	0	0	0	0	0	0	0	1	0	0	0	0
XM_012315321.2	LOC100642535	probable nuclear hormone receptor HR38	0	0	0	0	0	0	0	0	0	0	0	0
XM_012315322.2	LOC100642535	probable nuclear hormone receptor HR38	8	4	6	7	2	5	4	5	3	4	8	7
XM_012315323.2	LOC100642535	probable nuclear hormone receptor HR38	0	0	0	0	0	0	0	0	0	0	0	0
XM_012315325.1	LOC100642654	importin subunit beta-1	0	0	0	0	0	0	0	0	0	0	0	0
XM_012315326.2	LOC100643092	uncharacterized LOC100643092	0	0	0	0	0	0	0	0	0	0	0	0
XM_012315327.2	LOC100643092	uncharacterized LOC100643092	3	1	1	2	1	1	1	1	2	0	0	2
XM_012315328.2	LOC100643339	uncharacterized LOC100643339	73	61	68	58	56	55	62	56	63	91	48	65
XM_012315329.2	LOC100643461	fez family zinc finger protein 2	22	30	34	41	24	23	29	15	22	22	12	10
XM_012315330.2	LOC105666377	uncharacterized LOC105666377	264	314	338	284	176	229	283	296	260	247	217	211
XM_012315332.2	LOC100644458	carboxypeptidase B	33	38	26	27	31	26	76	21	22	25	18	30
XM_012315333.2	LOC100644223	carboxypeptidase B	75	22	35	20	25	42	27	36	42	31	15	28
XM_012315334.2	LOC100644342	putative sodium-dependent multivitamin transporter	12	13	3	0	6	2	10	3	2	3	0	0
XM_012315346.2	LOC100645536	protein abrupt	0	0	0	0	0	0	0	0	0	0	0	0
XM_012315347.2	LOC100645536	protein abrupt	2	1	3	1	3	0	4	3	0	2	1	0
XM_012315348.2	LOC100645536	protein abrupt	0	0	0	0	0	0	0	0	0	0	0	0
XM_012315351.2	LOC105666381	protein FAM210A	0	0	0	0	0	0	0	0	0	0	0	0
XM_012315352.2	LOC105666381	protein FAM210A	0	0	0	0	0	0	0	0	0	0	0	0
XM_012315353.2	LOC105666381	protein FAM210A	0	1	0	0	0	0	0	0	1	0	0	1
XM_012315354.2	LOC105666381	protein FAM210A	0	0	0	0	0	0	0	0	0	0	0	0
XM_012315355.2	LOC105666381	protein FAM210A	0	0	0	0	0	0	0	0	0	0	0	0
XM_012315356.2	LOC100644693	fas apoptotic inhibitory molecule 1	0	0	0	0	0	0	0	0	0	0	0	0
XM_012315357.2	LOC100644819	fumarylacetoacetase	0	0	0	0	0	0	0	0	0	0	0	0
XM_012315358.2	LOC100649229	glutamate decarboxylase	0	0	0	0	0	0	0	0	0	0	0	0
XM_012315359.2	LOC100649368	BUD13 homolog	1729	2055	1762	1557	1360	1604	2065	1568	1556	1344	1191	1498
XM_012315360.2	LOC100649229	glutamate decarboxylase	0	0	0	0	0	0	0	0	0	0	0	0
XM_012315361.2	LOC100645059	SIFamide-related peptide	11	4	4	6	2	9	9	9	5	4	3	1
XM_012315363.2	LOC100645298	homeotic protein distal-less	1257	918	437	525	540	734	481	335	582	568	545	493
XM_012315364.2	LOC100649467	homeobox protein ceh-19	51	46	18	32	21	37	32	24	31	36	30	34
XM_012315365.1	LOC105666382	vegetative cell wall protein gp1-like	0	0	0	0	0	0	2	1	3	1	1	1
XM_012315366.1	LOC100645773	UBX domain-containing protein 4	0	0	0	0	0	0	0	0	0	0	0	0
XM_012315367.1	LOC100645773	UBX domain-containing protein 4	0	0	0	0	0	0	0	0	0	0	0	0
XM_012315369.2	LOC100645651	39S ribosomal protein L10, mitochondrial	957	1455	1073	1125	1003	1235	1324	1011	1045	989	1062	983
XM_012315371.2	LOC105666384	partitioning defective 3 homolog	1992	1837	1941	1650	1357	1624	2115	1514	1259	1530	1231	1335
XM_012315376.2	LOC100646555	EGF domain-specific O-linked N-acetylglucosamine transferase	0	0	0	0	0	0	0	0	0	0	0	0
XM_012315377.2	LOC100646555	EGF domain-specific O-linked N-acetylglucosamine transferase	0	0	0	0	0	0	0	0	0	0	0	0
XM_012315379.2	LOC100650537	structural maintenance of chromosomes protein 5-like	671	545	456	404	516	387	594	628	404	388	279	299
XM_012315380.2	LOC100647040	abhydrolase domain-containing protein 2	7264	8261	6827	8174	7980	8125	11538	8260	7266	5658	5635	5814
XM_012315381.2	LOC105666388	adenosine deaminase CECR1	3144	3677	2825	3195	2484	2590	2742	2619	2704	3188	2250	2678
XM_012315382.2	LOC100650754	WD repeat-containing protein 7	0	0	0	0	0	0	0	0	0	0	0	0
XM_012315383.2	LOC100647872	endothelin-converting enzyme 1	0	0	0	0	0	0	0	0	0	0	0	0
XM_012315384.2	LOC100647590	segment polarity protein dishevelled homolog DVL-3	23	50	48	25	31	35	38	32	39	18	28	47
XM_012315385.2	LOC100647590	segment polarity protein dishevelled homolog DVL-3	574	550	456	421	435	360	505	471	430	459	281	406
XM_012315387.2	LOC100647991	mitochondrial tRNA-specific 2-thiouridylase 1	0	0	0	0	0	0	0	0	0	0	0	0
XM_012315388.2	LOC100647991	mitochondrial tRNA-specific 2-thiouridylase 1	27	26	16	21	22	24	24	26	20	38	18	17
XM_012315390.2	LOC100648452	COP9 signalosome complex subunit 7b	0	0	0	0	0	0	0	0	0	0	0	0
XM_012315391.2	LOC100648452	COP9 signalosome complex subunit 7b	0	0	0	0	0	0	0	0	0	0	0	0
XM_012315392.2	LOC100650658	metabotropic glutamate receptor 2	0	0	2	0	0	0	0	0	1	0	0	0
XM_012315395.2	LOC100644431	tectonic-1	487	479	447	401	318	382	571	398	352	326	298	325
XM_012315400.1	LOC105666391	uncharacterized LOC105666391	0	0	0	0	0	1	1	0	0	0	0	0
XM_012315401.1	LOC100650299	uncharacterized LOC100650299	0	4	0	0	0	2	5	3	4	1	0	1
XM_012315402.2	LOC100652210	glucose dehydrogenase [FAD, quinone]	0	0	0	0	0	0	0	0	0	0	0	0
XM_012315403.1	LOC105666392	proteasome assembly chaperone 3	0	0	0	0	0	0	0	0	0	0	0	0
XM_012315404.2	LOC105666393	uncharacterized LOC105666393	15	34	23	15	17	13	27	15	19	23	17	10
XM_012315405.2	LOC105666394	peptidoglycan-recognition protein SC2	6701	5033	5181	3437	3348	2090	5326	4221	8643	4325	2159	2003
XM_012315406.2	LOC105666395	uncharacterized LOC105666395	1124	498	593	421	378	238	875	515	798	598	259	280
XM_012315409.2	LOC100648296	stress response protein NST1	0	0	0	0	0	0	0	0	0	0	0	0
XM_012315411.2	LOC100646556	rac GTPase-activating protein 1	91	76	93	93	54	51	61	55	53	44	57	63
XM_012315412.2	LOC100642655	facilitated trehalose transporter Tret1	0	0	0	0	0	0	0	0	0	0	0	0
XM_012315413.2	LOC100642655	facilitated trehalose transporter Tret1	127	94	175	108	144	105	121	116	108	81	73	103
XM_012315414.2	LOC100642655	facilitated trehalose transporter Tret1	0	0	0	0	0	0	0	0	0	0	0	0
XM_012315415.2	LOC100642655	facilitated trehalose transporter Tret1	0	0	0	0	0	0	0	0	0	0	0	0
XM_012315416.2	LOC100642655	facilitated trehalose transporter Tret1	0	0	0	0	0	0	0	0	0	0	0	0
XM_012315418.2	LOC100642655	facilitated trehalose transporter Tret1	0	0	0	0	0	0	0	0	0	0	0	0
XM_012315419.2	LOC100642655	facilitated trehalose transporter Tret1	0	0	0	0	0	0	0	0	0	0	0	0
XM_012315420.2	LOC100648533	enolase	19610	29825	18570	24915	23576	27390	33630	24806	24870	15669	21341	21727
XM_012315421.2	LOC100644777	breast cancer metastasis-suppressor 1-like protein	0	0	0	0	0	0	0	0	0	0	0	0
XM_012315422.2	LOC100644777	breast cancer metastasis-suppressor 1-like protein	0	0	0	0	0	0	0	0	0	0	0	0
XM_012315423.2	LOC100648655	nuclear factor of activated T-cells 5	163	110	106	84	107	73	99	117	91	114	61	87
XM_012315424.1	LOC105666396	uncharacterized LOC105666396	596	504	416	379	381	243	398	334	391	421	239	318
XM_012315425.2	LOC100650010	echinoderm microtubule-associated protein-like 2	2144	2011	2308	2245	1528	1610	1893	1620	2243	1637	1086	1612
XM_012315426.2	LOC100650010	echinoderm microtubule-associated protein-like 2	0	0	0	0	0	0	0	0	0	0	0	0
XM_012315427.2	LOC100650010	echinoderm microtubule-associated protein-like 2	0	0	0	0	0	0	0	0	0	0	0	0
XM_012315429.1	LOC100651220	putative E3 ubiquitin-protein ligase UNKL	0	0	0	0	1	0	0	1	1	4	0	1
XM_012315430.2	LOC100642261	probable methylmalonate-semialdehyde dehydrogenase [acylating], mitochondrial	0	0	0	0	0	0	0	0	0	0	0	0
XM_012315431.2	LOC100648181	G patch domain-containing protein 4	894	1464	1135	862	888	1181	1196	1213	943	899	899	990
XM_012315432.2	LOC100649112	spermidine synthase	0	0	0	0	0	0	0	0	0	0	0	0
XM_012315433.2	LOC100649112	spermidine synthase	0	0	0	0	0	0	0	0	0	0	0	0
XM_012315435.2	LOC100651016	talin-1	3	13	8	10	9	3	8	9	2	0	4	6
XM_012315436.2	LOC100643824	long-chain-fatty-acid--CoA ligase 1	1978	2700	2029	1998	2073	2035	1886	1785	2033	2142	1505	1693
XM_012315437.2	LOC100644711	CDK5 and ABL1 enzyme substrate 2	0	0	0	0	0	0	0	0	0	0	0	0
XM_012315439.2	LOC100643951	microsomal triglyceride transfer protein large subunit	0	0	0	1	0	0	1	0	2	1	0	1
XM_012315440.2	LOC100628631	cGMP-dependent protein kinase foraging	57	101	43	38	36	49	22	39	36	24	31	36
XM_012315441.2	LOC100628631	cGMP-dependent protein kinase foraging	76	236	99	129	101	113	99	86	138	58	205	120
XM_012315442.2	LOC100628631	cGMP-dependent protein kinase foraging	0	0	1	0	0	0	2	0	0	0	0	0
XM_012315443.2	LOC100648767	paired mesoderm homeobox protein 2B	49	49	52	45	40	32	38	21	35	54	29	29
XM_012315444.2	LOC100644656	piwi-like protein Ago3	0	0	2	0	0	0	0	1	0	1	0	0
XM_012315446.2	LOC100644656	piwi-like protein Ago3	53	38	43	32	17	27	48	56	17	38	23	12
XM_012315447.2	LOC100644656	piwi-like protein Ago3	0	1	1	0	0	1	0	0	1	0	3	0
XM_012315448.2	LOC100644779	insulin receptor substrate 1	59	36	72	65	48	47	54	53	37	51	40	36
XM_012315450.2	LOC100644779	insulin receptor substrate 1	0	0	0	0	0	0	0	0	0	0	0	0
XM_012315451.2	LOC100645061	protein odd-skipped	0	0	0	2	0	2	0	1	0	1	1	0
XM_012315452.2	LOC100645061	protein odd-skipped	0	0	0	0	0	0	0	0	0	0	0	0
XM_012315453.2	LOC100648880	protein sister of odd and bowel	44	56	38	22	34	31	18	38	25	38	20	40
XM_012315455.2	LOC100645299	protein bowel	518	491	443	354	391	385	401	339	409	369	344	349
XM_012315456.2	LOC100648997	uncharacterized LOC100648997	0	0	0	0	0	0	0	0	0	0	0	0
XM_012315457.2	LOC100648997	uncharacterized LOC100648997	0	0	0	0	0	0	0	0	0	0	0	0
XM_012315458.2	LOC100648997	uncharacterized LOC100648997	0	0	0	0	0	0	0	0	0	0	0	0
XM_012315459.2	LOC100645537	potassium voltage-gated channel protein Shaw	0	0	0	0	0	0	0	0	0	0	0	0
XM_012315460.2	LOC100646314	coiled-coil domain-containing protein 47	2322	2913	2236	2622	2166	2331	3639	2419	2248	1928	2094	1941
XM_012315462.1	LOC100644954	AP-1 complex subunit beta-1	33	14	11	18	11	22	16	19	13	13	9	5
XM_012315463.2	LOC100646800	PI-PLC X domain-containing protein 2	8	13	7	2	9	2	3	6	5	4	5	1
XM_012315464.2	LOC100646800	PI-PLC X domain-containing protein 2	0	0	0	0	0	0	0	0	0	0	0	0
XM_012315465.2	LOC100646677	probable cytochrome P450 6a13	3853	3851	7135	8145	3419	2965	19143	4366	5911	5028	2824	2543
XM_012315467.2	LOC100648257	probable cytochrome P450 6a14	90	101	60	235	108	186	339	241	88	62	38	121
XM_012315469.2	LOC100648029	probable cytochrome P450 6a14	49	52	54	50	53	68	43	71	46	35	33	55
XM_012315470.2	LOC100647785	cytochrome P450 6a2	77	18	42	53	50	49	37	69	59	33	17	12
